order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,created_at,tracking_number,shipping_carrier,tracking_url
1916522,22955,prior,18,3,9,26.0,2016-08-24 23:35:00+00:00,677663563700,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=677663563700
860015,22955,prior,19,1,10,12.0,2016-09-19 18:56:00+00:00,9458718867643763811655,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9458718867643763811655
1669940,22955,prior,20,3,13,30.0,2016-10-01 17:17:00+00:00,JD5332419591246958,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5332419591246958
1810297,22955,prior,21,5,12,2.0,2016-10-31 16:10:00+00:00,9478315618093406803262,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9478315618093406803262
1180903,22955,prior,22,1,13,3.0,2016-11-02 23:26:00+00:00,9481222770371279219527,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9481222770371279219527
2175953,22955,prior,23,1,8,14.0,2016-11-05 20:03:00+00:00,JD4230902716077528,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4230902716077528
1275238,22955,prior,24,3,15,9.0,2016-11-19 05:15:00+00:00,679399519343,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=679399519343
3016119,22955,prior,25,2,11,6.0,2016-11-28 19:39:00+00:00,1Z9275881291257915,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9275881291257915
1310177,22955,prior,26,5,9,3.0,2016-12-04 18:30:00+00:00,693700182355,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=693700182355
2100878,22955,prior,27,1,11,10.0,2016-12-07 06:31:00+00:00,JD0150446843904856,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0150446843904856
710240,22955,prior,28,1,9,7.0,2016-12-17 18:08:00+00:00,JD2965937234252186,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2965937234252186
1083888,22955,prior,29,3,14,9.0,2016-12-24 17:40:00+00:00,JD6735517516014451,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD6735517516014451
3359652,22955,prior,30,6,14,10.0,2017-01-02 22:12:00+00:00,614205611740,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=614205611740
1714807,22955,prior,31,3,14,4.0,2017-01-12 22:09:00+00:00,1Z9811090618535337,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9811090618535337
1655445,22955,prior,32,3,11,7.0,2017-01-16 07:05:00+00:00,664918376190,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=664918376190
895357,22955,prior,33,6,9,3.0,2017-01-23 19:40:00+00:00,9486177943604581336848,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9486177943604581336848
1677619,22955,prior,34,1,14,2.0,2017-01-26 16:17:00+00:00,JD1161654348397964,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1161654348397964
1809968,22955,prior,35,3,12,9.0,2017-01-28 17:15:00+00:00,693817798255,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=693817798255
1860581,22955,prior,36,5,12,2.0,2017-02-06 18:16:00+00:00,653630945018,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=653630945018
407350,22955,prior,37,3,12,5.0,2017-02-08 21:17:00+00:00,JD2677849984744022,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2677849984744022
2552173,22955,test,38,6,9,3.0,2017-02-13 22:13:00+00:00,9470282703056716627778,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9470282703056716627778
2762061,23289,prior,1,4,17,,2016-11-15 18:45:00+00:00,1Z1563383079844665,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1563383079844665
961099,23289,prior,2,1,17,18.0,2016-11-15 18:45:00+00:00,1Z7537918401953279,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7537918401953279
750285,23289,prior,3,3,11,23.0,2016-12-03 18:38:00+00:00,1Z1195388003384687,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1195388003384687
3147669,23289,prior,4,2,10,27.0,2016-12-26 00:19:00+00:00,635413181805,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=635413181805
2004992,23289,prior,5,3,15,29.0,2017-01-22 17:53:00+00:00,1Z3118194077937727,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3118194077937727
1122716,23289,prior,6,3,14,30.0,2017-02-20 19:50:00+00:00,JD4154749370900464,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4154749370900464
134660,23289,prior,7,3,13,28.0,2017-03-22 22:59:00+00:00,1Z6336170730221851,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z6336170730221851
1499224,23289,prior,8,5,15,23.0,2017-04-19 23:05:00+00:00,9434846268649308674806,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9434846268649308674806
2056375,23289,prior,9,2,14,30.0,2017-05-12 20:25:00+00:00,JD4136912121150708,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4136912121150708
3305299,23289,prior,10,5,10,10.0,2017-06-11 10:16:00+00:00,JD3834083285286995,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD3834083285286995
1810157,23289,test,11,2,15,18.0,2017-06-21 18:33:00+00:00,612299705015,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=612299705015
2496703,23525,prior,1,6,10,,2016-02-06 17:06:00+00:00,1Z1056120947291151,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1056120947291151
3039966,23525,prior,2,0,6,1.0,2016-02-06 17:06:00+00:00,JD6392357624045070,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD6392357624045070
978967,23525,prior,3,0,16,7.0,2016-02-07 14:28:00+00:00,9418905642239144181528,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9418905642239144181528
2447668,23525,prior,4,0,17,7.0,2016-02-14 20:22:00+00:00,9461041144936415878122,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9461041144936415878122
3213402,23525,prior,5,1,16,8.0,2016-02-21 20:52:00+00:00,682617721702,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=682617721702
2011793,23525,prior,6,6,14,5.0,2016-02-29 20:26:00+00:00,602760250162,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=602760250162
3266994,23525,prior,7,0,13,8.0,2016-03-05 19:03:00+00:00,1Z8155268126708183,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8155268126708183
2124757,23525,prior,8,5,6,5.0,2016-03-13 01:40:00+00:00,629429949063,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=629429949063
1706137,23525,prior,9,6,14,1.0,2016-03-18 18:37:00+00:00,1Z0277183352417595,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z0277183352417595
975597,23525,prior,10,3,19,4.0,2016-03-19 08:08:00+00:00,631487686307,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=631487686307
542146,23525,prior,11,6,7,3.0,2016-03-23 21:43:00+00:00,JD1641961585860269,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1641961585860269
3072318,23525,prior,12,0,14,15.0,2016-03-26 16:33:00+00:00,645925497156,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=645925497156
137185,23525,prior,13,3,18,3.0,2016-04-10 23:33:00+00:00,1Z2965711928018671,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z2965711928018671
2103235,23525,prior,14,2,19,6.0,2016-04-13 17:27:00+00:00,1Z8431136850920047,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8431136850920047
2853359,23525,prior,15,5,14,3.0,2016-04-19 22:58:00+00:00,663169519102,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=663169519102
2657064,23525,prior,16,3,15,5.0,2016-04-22 06:29:00+00:00,1Z1021028548992577,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1021028548992577
1101740,23525,prior,17,4,20,8.0,2016-04-27 13:42:00+00:00,9450756801129992283635,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9450756801129992283635
1073318,23525,prior,18,0,11,3.0,2016-05-05 20:12:00+00:00,9436823746693404875570,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9436823746693404875570
1824640,23525,prior,19,4,19,4.0,2016-05-08 18:24:00+00:00,JD8530465460441957,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8530465460441957
991807,23525,prior,20,1,12,25.0,2016-05-12 20:11:00+00:00,JD6061830969512174,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD6061830969512174
851420,23525,prior,21,4,18,10.0,2016-06-06 19:31:00+00:00,677697687942,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=677697687942
1526050,23525,prior,22,1,20,11.0,2016-06-16 10:36:00+00:00,JD1228552055620450,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1228552055620450
42528,23525,prior,23,5,18,4.0,2016-06-27 18:23:00+00:00,JD2575573951240772,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2575573951240772
1007006,23525,prior,24,0,13,9.0,2016-07-01 15:21:00+00:00,693239591801,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=693239591801
2998984,23525,prior,25,2,20,9.0,2016-07-10 07:58:00+00:00,JD7060691860644263,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7060691860644263
1783827,23525,prior,26,6,20,30.0,2016-07-19 15:51:00+00:00,674961199693,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=674961199693
2800792,23525,test,27,0,14,30.0,2016-08-18 05:32:00+00:00,9439000008047387219588,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9439000008047387219588
2710303,23557,prior,1,0,21,,2016-06-05 09:48:00+00:00,672946435203,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=672946435203
1933084,23557,prior,2,6,10,30.0,2016-06-05 09:48:00+00:00,695699755132,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=695699755132
1746200,23557,prior,3,1,7,23.0,2016-07-05 18:55:00+00:00,JD1880124686496511,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1880124686496511
2571484,23557,prior,4,5,14,18.0,2016-07-28 14:52:00+00:00,9437657900280026712783,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9437657900280026712783
2789316,23557,prior,5,5,11,28.0,2016-08-15 20:51:00+00:00,9465204761034951834319,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9465204761034951834319
1229287,23557,prior,6,5,19,14.0,2016-09-12 19:21:00+00:00,JD3436248723034376,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD3436248723034376
332394,23557,prior,7,0,12,23.0,2016-09-26 17:40:00+00:00,1Z5843232114917544,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5843232114917544
1737774,23557,test,8,6,18,13.0,2016-10-19 21:28:00+00:00,1Z3987729275446084,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3987729275446084
1111999,23672,prior,1,0,10,,2016-05-02 12:28:00+00:00,9482326942056685380765,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9482326942056685380765
963227,23672,prior,2,6,9,20.0,2016-05-02 12:28:00+00:00,1Z6948741968526919,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z6948741968526919
917038,23672,prior,3,5,18,27.0,2016-05-22 12:57:00+00:00,617793329331,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=617793329331
771648,23672,prior,4,1,17,30.0,2016-06-18 18:33:00+00:00,1Z2030931001210982,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z2030931001210982
155119,23672,test,5,1,12,30.0,2016-07-18 20:28:00+00:00,1Z9126675640892591,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9126675640892591
1263296,23977,prior,1,5,12,,2016-08-15 14:35:00+00:00,9446281855792583178095,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9446281855792583178095
935142,23977,prior,2,6,12,8.0,2016-08-15 14:35:00+00:00,1Z5706188521005451,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5706188521005451
1599257,23977,prior,3,5,8,6.0,2016-08-23 22:17:00+00:00,695620828206,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=695620828206
3334377,23977,prior,4,0,11,9.0,2016-08-29 22:21:00+00:00,9481541660484319748637,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9481541660484319748637
668680,23977,test,5,6,0,30.0,2016-09-07 21:22:00+00:00,JD5376164813585431,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5376164813585431
1871905,24106,prior,1,2,15,,2016-03-05 19:00:00+00:00,JD8050933041646179,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8050933041646179
2061787,24106,prior,2,5,14,10.0,2016-03-05 19:00:00+00:00,1Z7017393452731808,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7017393452731808
2278636,24106,prior,3,0,10,30.0,2016-03-15 09:16:00+00:00,1Z0621824817894752,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z0621824817894752
3252389,24106,prior,4,5,9,19.0,2016-04-14 22:19:00+00:00,9426080349760058349406,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9426080349760058349406
2065128,24106,prior,5,2,18,18.0,2016-05-03 23:09:00+00:00,JD0110269182336773,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0110269182336773
9011,24106,prior,6,6,22,11.0,2016-05-21 20:56:00+00:00,1Z4652158487610094,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4652158487610094
3109947,24106,prior,7,0,9,29.0,2016-06-01 18:50:00+00:00,613897108770,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=613897108770
2696599,24106,prior,8,0,13,7.0,2016-06-30 20:25:00+00:00,1Z6311294416637142,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z6311294416637142
3399447,24106,prior,9,5,21,30.0,2016-07-07 17:10:00+00:00,9494776858715213377126,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9494776858715213377126
1131959,24106,prior,10,6,14,15.0,2016-08-06 20:43:00+00:00,637475818808,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=637475818808
2670901,24106,prior,11,5,12,27.0,2016-08-21 19:46:00+00:00,640490367976,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=640490367976
3142129,24106,prior,12,2,12,11.0,2016-09-17 23:49:00+00:00,614490879243,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=614490879243
2188562,24106,prior,13,5,13,17.0,2016-09-28 17:02:00+00:00,JD3399057635239650,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD3399057635239650
511834,24106,prior,14,1,18,17.0,2016-10-15 09:01:00+00:00,JD8512874468920058,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8512874468920058
1610932,24106,prior,15,2,13,30.0,2016-11-01 20:18:00+00:00,699384717487,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=699384717487
371590,24106,prior,16,6,13,11.0,2016-12-01 18:00:00+00:00,634617364825,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=634617364825
2092130,24106,prior,17,2,14,10.0,2016-12-12 19:02:00+00:00,9485808374165706067982,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9485808374165706067982
2404359,24106,prior,18,2,13,7.0,2016-12-22 19:40:00+00:00,682999639224,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=682999639224
3006924,24106,prior,19,4,10,16.0,2016-12-29 20:56:00+00:00,1Z0294788951447185,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z0294788951447185
236746,24106,test,20,4,10,21.0,2017-01-14 18:24:00+00:00,JD5448356364034159,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5448356364034159
2983146,24145,prior,1,3,18,,2016-09-09 21:35:00+00:00,680021068352,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=680021068352
2104111,24145,prior,2,6,18,3.0,2016-09-09 21:35:00+00:00,9431780438718102084459,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9431780438718102084459
549069,24145,prior,3,3,15,30.0,2016-09-12 21:56:00+00:00,JD2748100201959003,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2748100201959003
331899,24145,prior,4,4,18,15.0,2016-10-12 23:30:00+00:00,685786295251,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=685786295251
841570,24145,prior,5,3,15,13.0,2016-10-27 19:17:00+00:00,9430459801804488843492,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9430459801804488843492
403446,24145,prior,6,5,17,16.0,2016-11-09 21:08:00+00:00,JD9891638007678445,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9891638007678445
921045,24145,prior,7,0,15,30.0,2016-11-25 00:17:00+00:00,JD2863861737704866,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2863861737704866
235589,24145,prior,8,0,9,30.0,2016-12-25 17:53:00+00:00,9448071610168213953921,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9448071610168213953921
1921380,24145,prior,9,6,14,30.0,2017-01-24 22:48:00+00:00,JD9702898549658986,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9702898549658986
1466190,24145,test,10,3,17,4.0,2017-02-23 14:42:00+00:00,JD9733167418184658,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9733167418184658
1642936,24224,prior,1,1,14,,2016-02-25 18:51:00+00:00,677289317301,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=677289317301
2201993,24224,prior,2,6,15,12.0,2016-02-25 18:51:00+00:00,686048820105,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=686048820105
2066844,24224,prior,3,1,15,30.0,2016-03-08 18:54:00+00:00,JD9990506678691236,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9990506678691236
2753790,24224,test,4,4,16,30.0,2016-04-07 12:25:00+00:00,622501249670,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=622501249670
2655177,24280,prior,1,2,13,,2016-01-23 10:03:00+00:00,9439101359899291565598,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9439101359899291565598
795592,24280,prior,2,2,13,14.0,2016-01-23 10:03:00+00:00,JD8277519322267057,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8277519322267057
634411,24280,prior,3,3,15,15.0,2016-02-06 16:05:00+00:00,681895049496,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=681895049496
312447,24280,prior,4,1,15,30.0,2016-02-21 23:01:00+00:00,1Z3847168243928780,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3847168243928780
3013276,24280,prior,5,1,10,21.0,2016-03-22 19:50:00+00:00,9461578348006659349173,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9461578348006659349173
118829,24280,prior,6,5,7,4.0,2016-04-12 06:29:00+00:00,1Z8315485254433790,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8315485254433790
1280537,24280,prior,7,1,10,30.0,2016-04-16 13:22:00+00:00,1Z5279349559521048,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5279349559521048
1004208,24280,prior,8,2,11,15.0,2016-05-16 17:02:00+00:00,JD8754631410256080,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8754631410256080
1835147,24280,prior,9,3,14,8.0,2016-05-31 20:07:00+00:00,JD4001561749191569,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4001561749191569
1974725,24280,prior,10,3,16,7.0,2016-06-08 16:36:00+00:00,JD8091935724972290,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8091935724972290
1142884,24280,prior,11,1,15,12.0,2016-06-15 23:10:00+00:00,JD3825730527125551,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD3825730527125551
339419,24280,prior,12,1,16,14.0,2016-06-27 21:19:00+00:00,1Z8744787497005385,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8744787497005385
1371066,24280,prior,13,2,10,22.0,2016-07-11 21:13:00+00:00,1Z4862914705193991,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4862914705193991
2219525,24280,prior,14,2,11,28.0,2016-08-02 23:26:00+00:00,1Z3878747295791770,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3878747295791770
3356774,24280,prior,15,3,12,29.0,2016-08-30 22:04:00+00:00,648572018271,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=648572018271
267332,24280,prior,16,5,10,30.0,2016-09-28 17:46:00+00:00,9487868664062555471878,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9487868664062555471878
1634769,24280,prior,17,5,15,30.0,2016-10-28 21:59:00+00:00,JD6380918781802477,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD6380918781802477
3273874,24280,prior,18,2,15,4.0,2016-11-27 21:40:00+00:00,1Z9821231895812960,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9821231895812960
391840,24280,test,19,4,8,2.0,2016-12-01 20:20:00+00:00,1Z7675940428319109,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7675940428319109
2261533,24685,prior,1,3,23,,2016-11-10 17:47:00+00:00,9499097727758377264331,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9499097727758377264331
808023,24685,prior,2,0,10,18.0,2016-11-10 17:47:00+00:00,1Z7724664299738268,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7724664299738268
2491479,24685,prior,3,6,17,13.0,2016-11-28 18:02:00+00:00,9486948070400228537078,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9486948070400228537078
745790,24685,prior,4,6,17,7.0,2016-12-11 22:01:00+00:00,631506575093,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=631506575093
2868395,24685,prior,5,2,10,10.0,2016-12-18 22:01:00+00:00,9455981337015973190119,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9455981337015973190119
1834770,24685,prior,6,6,14,30.0,2016-12-28 23:39:00+00:00,629657068087,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=629657068087
1914474,24685,prior,7,4,17,30.0,2017-01-27 12:47:00+00:00,680649863697,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=680649863697
2041106,24685,prior,8,6,9,30.0,2017-02-26 19:25:00+00:00,JD4994564504145293,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4994564504145293
2771185,24685,prior,9,3,11,11.0,2017-03-28 19:03:00+00:00,1Z0462341556772768,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z0462341556772768
3213096,24685,prior,10,6,12,10.0,2017-04-08 11:20:00+00:00,JD0253161974732049,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0253161974732049
2238782,24685,prior,11,1,16,30.0,2017-04-18 22:19:00+00:00,659044994336,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=659044994336
2602506,24685,prior,12,3,17,16.0,2017-05-18 22:43:00+00:00,JD8939591110744164,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8939591110744164
50573,24685,prior,13,0,8,25.0,2017-06-03 23:01:00+00:00,JD4996518050664308,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4996518050664308
664891,24685,test,14,3,20,10.0,2017-06-28 10:04:00+00:00,JD1453631131791082,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1453631131791082
1090739,24700,prior,1,3,10,,2016-11-14 19:45:00+00:00,686668890119,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=686668890119
503517,24700,prior,2,4,17,30.0,2016-11-14 19:45:00+00:00,610261549562,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=610261549562
1020967,24700,prior,3,6,12,30.0,2016-12-14 22:52:00+00:00,9479970797846092833255,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9479970797846092833255
1801301,24700,prior,4,0,17,30.0,2017-01-13 09:39:00+00:00,651160765334,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=651160765334
1973967,24700,prior,5,2,17,23.0,2017-02-12 20:21:00+00:00,9494997590200535607650,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9494997590200535607650
1034085,24700,prior,6,4,12,30.0,2017-03-07 17:10:00+00:00,JD0612424565637938,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0612424565637938
468465,24700,prior,7,0,14,30.0,2017-04-06 20:03:00+00:00,9437299932853254057090,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9437299932853254057090
2326464,24700,prior,8,0,14,0.0,2017-05-06 17:29:00+00:00,611433004621,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=611433004621
1450941,24700,test,9,0,9,7.0,2017-05-06 01:51:00+00:00,680204976030,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=680204976030
3259777,24800,prior,1,0,10,,2016-10-20 18:09:00+00:00,9454065728651378023276,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9454065728651378023276
1294655,24800,prior,2,5,19,12.0,2016-10-20 18:09:00+00:00,694374135281,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=694374135281
2559926,24800,prior,3,4,19,30.0,2016-11-01 12:54:00+00:00,615532277053,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=615532277053
2059709,24800,test,4,4,19,28.0,2016-12-01 17:04:00+00:00,9479256721702986067446,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9479256721702986067446
653087,25285,prior,1,6,17,,2016-04-16 14:23:00+00:00,9482162005212743069551,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9482162005212743069551
2109019,25285,prior,2,0,9,8.0,2016-04-16 14:23:00+00:00,1Z9172900784919069,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9172900784919069
434663,25285,prior,3,5,9,5.0,2016-04-24 21:22:00+00:00,JD9736245274027297,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9736245274027297
610884,25285,prior,4,0,23,23.0,2016-04-29 23:37:00+00:00,1Z4578335731979047,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4578335731979047
2644487,25285,prior,5,0,8,7.0,2016-05-22 16:57:00+00:00,1Z5592055809063203,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5592055809063203
2074659,25285,prior,6,4,8,4.0,2016-05-29 22:34:00+00:00,9424667059699801281094,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9424667059699801281094
2502618,25285,prior,7,0,18,3.0,2016-06-02 20:19:00+00:00,623383666711,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=623383666711
147973,25285,prior,8,1,7,8.0,2016-06-05 19:36:00+00:00,JD4392783610137656,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4392783610137656
2995526,25285,prior,9,3,13,9.0,2016-06-13 17:13:00+00:00,JD5708728685478658,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5708728685478658
