order_id,status,changed_at
445258,processing,2016-08-06 19:45:00+00:00
445258,cancelled,2016-08-06 20:55:00+00:00
2086582,pending,2016-08-12 14:37:00+00:00
2086582,processing,2016-08-12 22:38:00+00:00
2086582,shipped,2016-08-13 17:29:00+00:00
2086582,delivered,2016-08-19 17:53:00+00:00
1200061,pending,2016-09-11 07:18:00+00:00
1200061,processing,2016-09-11 21:10:00+00:00
1200061,shipped,2016-09-12 22:43:00+00:00
1200061,delivered,2016-09-14 22:21:00+00:00
1200061,return_requested,2016-09-16 22:37:00+00:00
1200061,returned,2016-09-23 20:49:00+00:00
1200061,refunded,2016-09-24 16:37:00+00:00
2920213,pending,2016-10-11 12:53:00+00:00
2920213,processing,2016-10-11 19:39:00+00:00
2920213,shipped,2016-10-11 20:37:00+00:00
2920213,delivered,2016-10-14 21:26:00+00:00
2203127,pending,2016-08-06 21:29:00+00:00
2203127,processing,2016-08-06 23:10:00+00:00
2203127,shipped,2016-08-07 17:37:00+00:00
2203127,delivered,2016-08-08 19:32:00+00:00
137705,pending,2016-08-06 21:29:00+00:00
137705,processing,2016-08-06 21:39:00+00:00
137705,shipped,2016-08-07 21:54:00+00:00
137705,delivered,2016-08-08 17:44:00+00:00
668158,pending,2016-08-18 21:10:00+00:00
668158,processing,2016-08-18 22:01:00+00:00
668158,cancelled,2016-08-18 23:56:00+00:00
1230957,pending,2016-09-17 17:04:00+00:00
1230957,processing,2016-09-17 22:50:00+00:00
1230957,shipped,2016-09-18 23:27:00+00:00
1230957,delivered,2016-09-23 16:14:00+00:00
1089931,pending,2016-10-04 01:20:00+00:00
1089931,processing,2016-10-04 21:42:00+00:00
1089931,shipped,2016-10-05 22:16:00+00:00
1089931,delivered,2016-10-11 17:17:00+00:00
1089931,return_requested,2016-10-14 07:29:00+00:00
1089931,returned,2016-10-21 21:12:00+00:00
1089931,refunded,2016-10-22 18:58:00+00:00
1983610,pending,2016-07-18 21:52:00+00:00
1983610,processing,2016-07-18 22:05:00+00:00
1983610,shipped,2016-07-20 18:04:00+00:00
1983610,delivered,2016-07-24 21:54:00+00:00
891411,pending,2016-07-18 21:52:00+00:00
891411,processing,2016-07-18 22:53:00+00:00
891411,shipped,2016-07-19 06:53:00+00:00
891411,delivered,2016-07-22 10:55:00+00:00
775395,pending,2016-07-31 23:17:00+00:00
775395,processing,2016-08-01 18:18:00+00:00
775395,shipped,2016-08-02 18:30:00+00:00
775395,delivered,2016-08-05 08:11:00+00:00
1590343,pending,2016-08-25 19:37:00+00:00
1590343,processing,2016-08-25 20:05:00+00:00
1590343,shipped,2016-08-26 19:05:00+00:00
1590343,delivered,2016-08-31 20:15:00+00:00
2646360,pending,2016-09-11 21:22:00+00:00
2646360,processing,2016-09-11 21:32:00+00:00
2646360,shipped,2016-09-12 20:31:00+00:00
2646360,delivered,2016-09-16 23:08:00+00:00
2646360,refunded,2016-09-19 20:22:00+00:00
3006562,pending,2016-09-19 19:54:00+00:00
3006562,processing,2016-09-19 22:34:00+00:00
3006562,cancelled,2016-09-19 22:49:00+00:00
3391716,pending,2016-10-09 22:05:00+00:00
3391716,processing,2016-10-09 23:23:00+00:00
3391716,shipped,2016-10-10 18:17:00+00:00
3391716,delivered,2016-10-15 21:13:00+00:00
575332,pending,2016-10-15 21:34:00+00:00
575332,processing,2016-10-15 22:21:00+00:00
575332,cancelled,2016-10-15 22:55:00+00:00
1933183,pending,2016-10-23 20:45:00+00:00
1933183,processing,2016-10-23 22:12:00+00:00
1933183,shipped,2016-10-24 17:42:00+00:00
1933183,delivered,2016-10-31 20:55:00+00:00
952524,pending,2016-10-30 20:06:00+00:00
952524,processing,2016-10-30 21:18:00+00:00
952524,cancelled,2016-10-30 22:27:00+00:00
26700,pending,2016-11-07 22:40:00+00:00
26700,processing,2016-11-07 23:21:00+00:00
26700,shipped,2016-11-09 18:56:00+00:00
26700,delivered,2016-11-10 18:25:00+00:00
31464,pending,2016-11-13 23:58:00+00:00
31464,processing,2016-11-14 17:27:00+00:00
31464,shipped,2016-11-15 08:23:00+00:00
31464,delivered,2016-11-22 18:22:00+00:00
1996330,pending,2016-11-21 14:28:00+00:00
1996330,processing,2016-11-21 19:12:00+00:00
1996330,shipped,2016-11-22 20:11:00+00:00
1996330,delivered,2016-11-25 21:30:00+00:00
414491,pending,2016-12-04 23:20:00+00:00
414491,processing,2016-12-04 23:45:00+00:00
414491,failed,2016-12-05 16:36:00+00:00
616294,pending,2016-12-04 17:01:00+00:00
616294,processing,2016-12-04 17:07:00+00:00
616294,shipped,2016-12-06 15:51:00+00:00
616294,delivered,2016-12-07 19:06:00+00:00
1995924,pending,2016-12-11 12:09:00+00:00
1995924,processing,2016-12-11 21:25:00+00:00
1995924,shipped,2016-12-12 18:27:00+00:00
1995924,delivered,2016-12-13 22:08:00+00:00
714651,pending,2017-01-08 17:16:00+00:00
714651,processing,2017-01-08 19:33:00+00:00
714651,shipped,2017-01-09 23:42:00+00:00
714651,delivered,2017-01-13 19:36:00+00:00
492264,pending,2016-06-10 18:35:00+00:00
492264,processing,2016-06-10 23:08:00+00:00
492264,shipped,2016-06-11 16:20:00+00:00
492264,delivered,2016-06-15 08:22:00+00:00
1616441,pending,2016-06-10 18:35:00+00:00
1616441,processing,2016-06-10 18:46:00+00:00
1616441,shipped,2016-06-10 18:54:00+00:00
1616441,delivered,2016-06-13 21:31:00+00:00
2426610,pending,2016-06-21 23:32:00+00:00
2426610,processing,2016-06-22 00:25:00+00:00
2426610,shipped,2016-06-22 08:15:00+00:00
2426610,delivered,2016-06-29 21:49:00+00:00
1856758,pending,2016-06-28 22:02:00+00:00
1856758,processing,2016-06-28 22:42:00+00:00
1856758,shipped,2016-06-29 01:30:00+00:00
1856758,delivered,2016-07-04 21:58:00+00:00
2242989,pending,2016-07-04 21:42:00+00:00
2242989,processing,2016-07-04 21:44:00+00:00
2242989,shipped,2016-07-06 17:49:00+00:00
2242989,delivered,2016-07-07 21:44:00+00:00
1888552,pending,2016-07-15 01:23:00+00:00
1888552,processing,2016-07-15 21:31:00+00:00
1888552,shipped,2016-07-16 22:03:00+00:00
1888552,delivered,2016-07-19 22:39:00+00:00
1972229,pending,2016-07-22 23:18:00+00:00
1972229,processing,2016-07-22 23:38:00+00:00
1972229,shipped,2016-07-23 17:25:00+00:00
1972229,delivered,2016-07-24 17:09:00+00:00
1400585,pending,2016-07-30 21:53:00+00:00
1400585,processing,2016-07-30 22:35:00+00:00
1400585,shipped,2016-07-31 23:43:00+00:00
1400585,delivered,2016-08-07 18:52:00+00:00
885876,pending,2016-08-11 00:07:00+00:00
885876,processing,2016-08-11 01:49:00+00:00
885876,shipped,2016-08-11 18:37:00+00:00
885876,delivered,2016-08-13 23:12:00+00:00
2774141,pending,2016-04-03 19:39:00+00:00
2774141,processing,2016-04-03 20:40:00+00:00
2774141,shipped,2016-04-04 19:35:00+00:00
2774141,delivered,2016-04-06 18:38:00+00:00
1276313,pending,2016-04-03 19:39:00+00:00
1276313,processing,2016-04-03 21:33:00+00:00
1276313,shipped,2016-04-04 17:38:00+00:00
1276313,delivered,2016-04-11 18:47:00+00:00
1777733,pending,2016-05-03 18:07:00+00:00
1777733,processing,2016-05-03 21:16:00+00:00
1777733,cancelled,2016-05-03 23:29:00+00:00
1798636,pending,2016-06-02 14:04:00+00:00
1798636,processing,2016-06-02 23:00:00+00:00
1798636,shipped,2016-06-03 06:28:00+00:00
1798636,delivered,2016-06-07 17:42:00+00:00
370927,pending,2016-01-26 11:13:00+00:00
370927,processing,2016-01-26 21:05:00+00:00
370927,cancelled,2016-01-26 22:23:00+00:00
2151464,pending,2016-01-26 11:13:00+00:00
2151464,processing,2016-01-26 19:07:00+00:00
2151464,shipped,2016-01-27 15:20:00+00:00
2151464,delivered,2016-02-02 19:26:00+00:00
2151464,return_requested,2016-02-14 12:13:00+00:00
2151464,returned,2016-02-18 21:24:00+00:00
2151464,refunded,2016-02-19 13:24:00+00:00
2807191,pending,2016-02-04 22:57:00+00:00
2807191,processing,2016-02-04 23:30:00+00:00
2807191,shipped,2016-02-05 17:18:00+00:00
2807191,delivered,2016-02-09 10:11:00+00:00
26870,pending,2016-02-24 20:10:00+00:00
26870,processing,2016-02-24 21:07:00+00:00
26870,shipped,2016-02-26 17:21:00+00:00
26870,delivered,2016-03-02 23:06:00+00:00
2316679,pending,2016-02-26 21:20:00+00:00
2316679,processing,2016-02-26 22:00:00+00:00
2316679,shipped,2016-02-27 23:29:00+00:00
2316679,delivered,2016-03-03 21:42:00+00:00
1674063,pending,2016-07-07 00:10:00+00:00
1674063,processing,2016-07-07 17:17:00+00:00
1674063,shipped,2016-07-08 22:36:00+00:00
1674063,delivered,2016-07-12 20:42:00+00:00
1236117,pending,2016-07-07 00:10:00+00:00
1236117,processing,2016-07-07 22:07:00+00:00
1236117,shipped,2016-07-07 23:34:00+00:00
1236117,delivered,2016-07-12 21:15:00+00:00
896035,pending,2016-07-15 08:06:00+00:00
896035,processing,2016-07-15 14:14:00+00:00
896035,shipped,2016-07-16 19:27:00+00:00
896035,delivered,2016-07-20 20:07:00+00:00
2033199,pending,2016-07-29 17:12:00+00:00
2033199,processing,2016-07-29 17:38:00+00:00
2033199,shipped,2016-07-29 18:11:00+00:00
2033199,delivered,2016-08-02 21:51:00+00:00
3409623,pending,2016-08-12 18:22:00+00:00
3409623,processing,2016-08-12 19:09:00+00:00
3409623,cancelled,2016-08-12 19:54:00+00:00
2209704,pending,2016-08-26 21:45:00+00:00
2209704,processing,2016-08-26 22:52:00+00:00
2209704,shipped,2016-08-27 21:45:00+00:00
2209704,delivered,2016-08-28 17:46:00+00:00
712087,pending,2016-09-16 07:53:00+00:00
712087,processing,2016-09-16 18:11:00+00:00
712087,shipped,2016-09-17 20:34:00+00:00
712087,delivered,2016-09-19 08:46:00+00:00
296746,pending,2016-09-24 23:58:00+00:00
296746,processing,2016-09-25 17:17:00+00:00
296746,shipped,2016-09-27 15:55:00+00:00
296746,delivered,2016-10-02 20:29:00+00:00
1002867,pending,2016-10-02 18:50:00+00:00
1002867,processing,2016-10-02 19:41:00+00:00
1002867,failed,2016-10-02 20:38:00+00:00
2617973,pending,2016-10-15 11:56:00+00:00
2617973,processing,2016-10-15 20:04:00+00:00
2617973,shipped,2016-10-17 17:14:00+00:00
2617973,delivered,2016-10-24 18:08:00+00:00
177406,pending,2016-10-24 22:35:00+00:00
177406,processing,2016-10-24 22:59:00+00:00
177406,shipped,2016-10-25 22:08:00+00:00
177406,delivered,2016-10-27 20:25:00+00:00
2890108,pending,2016-11-05 18:04:00+00:00
2890108,processing,2016-11-05 18:15:00+00:00
2890108,shipped,2016-11-06 14:06:00+00:00
2890108,delivered,2016-11-11 20:30:00+00:00
769673,pending,2016-11-28 19:45:00+00:00
769673,processing,2016-11-28 19:50:00+00:00
769673,shipped,2016-11-29 11:02:00+00:00
769673,delivered,2016-12-03 20:54:00+00:00
769673,return_requested,2016-12-11 18:09:00+00:00
769673,returned,2016-12-14 17:37:00+00:00
769673,refunded,2016-12-19 22:33:00+00:00
966287,pending,2016-12-12 23:55:00+00:00
966287,processing,2016-12-13 22:44:00+00:00
966287,shipped,2016-12-14 17:36:00+00:00
966287,delivered,2016-12-17 17:28:00+00:00
92631,pending,2016-12-25 23:24:00+00:00
92631,processing,2016-12-26 00:30:00+00:00
92631,shipped,2016-12-27 23:46:00+00:00
92631,delivered,2017-01-01 18:14:00+00:00
3070945,pending,2017-01-12 22:10:00+00:00
3070945,processing,2017-01-12 22:40:00+00:00
3070945,shipped,2017-01-13 11:08:00+00:00
3070945,delivered,2017-01-14 23:01:00+00:00
1199460,pending,2017-02-05 22:24:00+00:00
1199460,processing,2017-02-05 23:26:00+00:00
1199460,shipped,2017-02-07 21:24:00+00:00
1199460,delivered,2017-02-11 23:16:00+00:00
498311,pending,2017-02-18 23:22:00+00:00
498311,processing,2017-02-19 22:34:00+00:00
498311,shipped,2017-02-20 18:23:00+00:00
498311,delivered,2017-02-26 23:23:00+00:00
1223847,pending,2017-03-17 23:05:00+00:00
1223847,processing,2017-03-17 23:39:00+00:00
1223847,shipped,2017-03-19 14:10:00+00:00
1223847,delivered,2017-03-22 18:01:00+00:00
1876921,pending,2017-04-06 19:07:00+00:00
1876921,processing,2017-04-06 20:35:00+00:00
1876921,failed,2017-04-06 22:41:00+00:00
2011868,pending,2017-04-24 20:36:00+00:00
2011868,processing,2017-04-24 21:04:00+00:00
2011868,shipped,2017-04-25 18:13:00+00:00
2011868,delivered,2017-04-28 20:12:00+00:00
3262636,pending,2017-05-05 17:47:00+00:00
3262636,processing,2017-05-05 17:59:00+00:00
3262636,shipped,2017-05-05 18:44:00+00:00
3262636,delivered,2017-05-12 05:03:00+00:00
2477116,pending,2017-06-04 18:42:00+00:00
2477116,processing,2017-06-04 18:47:00+00:00
2477116,shipped,2017-06-06 17:03:00+00:00
2477116,delivered,2017-06-07 20:58:00+00:00
376077,pending,2016-05-06 22:12:00+00:00
376077,processing,2016-05-06 22:35:00+00:00
376077,shipped,2016-05-07 17:21:00+00:00
376077,delivered,2016-05-09 17:22:00+00:00
564575,pending,2016-05-06 22:12:00+00:00
564575,processing,2016-05-06 22:48:00+00:00
564575,shipped,2016-05-07 22:14:00+00:00
564575,delivered,2016-05-09 17:09:00+00:00
665437,pending,2016-05-08 22:13:00+00:00
665437,processing,2016-05-08 23:32:00+00:00
665437,shipped,2016-05-10 18:21:00+00:00
665437,delivered,2016-05-16 18:41:00+00:00
2490895,pending,2016-05-09 08:28:00+00:00
2490895,processing,2016-05-09 17:10:00+00:00
2490895,shipped,2016-05-10 19:32:00+00:00
2490895,delivered,2016-05-12 18:45:00+00:00
3159847,pending,2016-05-12 17:50:00+00:00
3159847,processing,2016-05-12 19:09:00+00:00
3159847,shipped,2016-05-12 20:32:00+00:00
3159847,delivered,2016-05-18 21:42:00+00:00
2079628,pending,2016-05-15 22:12:00+00:00
2079628,processing,2016-05-15 23:20:00+00:00
2079628,shipped,2016-05-17 17:10:00+00:00
2079628,delivered,2016-05-19 19:53:00+00:00
1469044,pending,2016-05-23 19:22:00+00:00
1469044,processing,2016-05-23 19:46:00+00:00
1469044,cancelled,2016-05-23 20:33:00+00:00
506212,pending,2016-05-24 17:45:00+00:00
506212,processing,2016-05-24 20:20:00+00:00
506212,shipped,2016-05-26 19:09:00+00:00
506212,delivered,2016-05-27 18:17:00+00:00
2730260,pending,2016-05-29 22:56:00+00:00
2730260,processing,2016-05-29 23:55:00+00:00
2730260,shipped,2016-05-31 06:23:00+00:00
2730260,delivered,2016-06-02 00:55:00+00:00
1998575,pending,2016-06-01 19:48:00+00:00
1998575,processing,2016-06-01 21:32:00+00:00
1998575,shipped,2016-06-02 11:25:00+00:00
1998575,delivered,2016-06-06 06:10:00+00:00
1774646,pending,2016-06-03 18:35:00+00:00
1774646,processing,2016-06-03 18:56:00+00:00
1774646,shipped,2016-06-04 18:52:00+00:00
1774646,delivered,2016-06-05 16:02:00+00:00
108805,pending,2016-06-08 13:53:00+00:00
108805,processing,2016-06-08 21:17:00+00:00
108805,shipped,2016-06-09 20:27:00+00:00
108805,delivered,2016-06-11 18:08:00+00:00
1507460,pending,2016-06-08 20:43:00+00:00
1507460,processing,2016-06-08 22:04:00+00:00
1507460,shipped,2016-06-09 15:55:00+00:00
1507460,delivered,2016-06-12 20:38:00+00:00
3343175,pending,2016-06-11 22:18:00+00:00
3343175,processing,2016-06-11 23:10:00+00:00
3343175,shipped,2016-06-12 19:01:00+00:00
3343175,delivered,2016-06-17 11:22:00+00:00
253750,pending,2016-06-14 20:58:00+00:00
253750,processing,2016-06-14 22:30:00+00:00
253750,shipped,2016-06-15 14:27:00+00:00
253750,delivered,2016-06-21 01:18:00+00:00
2457054,pending,2016-06-19 01:25:00+00:00
2457054,processing,2016-06-19 10:41:00+00:00
2457054,shipped,2016-06-20 18:34:00+00:00
2457054,delivered,2016-06-27 23:53:00+00:00
3415603,pending,2016-06-21 19:21:00+00:00
3415603,processing,2016-06-21 20:09:00+00:00
3415603,shipped,2016-06-22 22:42:00+00:00
3415603,delivered,2016-06-25 20:26:00+00:00
2712739,pending,2016-06-24 21:34:00+00:00
2712739,processing,2016-06-24 22:18:00+00:00
2712739,shipped,2016-06-25 23:38:00+00:00
2712739,delivered,2016-06-30 18:30:00+00:00
475674,pending,2016-06-26 17:06:00+00:00
475674,processing,2016-06-26 21:53:00+00:00
475674,shipped,2016-06-27 20:25:00+00:00
475674,delivered,2016-07-04 19:44:00+00:00
475674,return_requested,2016-07-12 20:33:00+00:00
475674,returned,2016-07-16 18:05:00+00:00
475674,refunded,2016-07-16 18:39:00+00:00
428284,pending,2016-07-02 22:51:00+00:00
428284,processing,2016-07-02 23:14:00+00:00
428284,shipped,2016-07-04 10:08:00+00:00
428284,delivered,2016-07-08 20:16:00+00:00
428284,refunded,2016-07-10 15:21:00+00:00
862423,pending,2016-08-01 20:37:00+00:00
862423,processing,2016-08-01 21:05:00+00:00
862423,shipped,2016-08-02 12:40:00+00:00
862423,delivered,2016-08-06 23:23:00+00:00
6916,pending,2016-08-31 20:17:00+00:00
6916,processing,2016-08-31 22:59:00+00:00
6916,shipped,2016-09-02 10:45:00+00:00
6916,delivered,2016-09-06 22:35:00+00:00
720798,pending,2016-09-11 20:52:00+00:00
720798,processing,2016-09-11 21:15:00+00:00
720798,shipped,2016-09-12 06:45:00+00:00
720798,delivered,2016-09-16 18:37:00+00:00
1512006,pending,2016-09-20 17:40:00+00:00
1512006,processing,2016-09-20 20:23:00+00:00
1512006,cancelled,2016-09-20 21:20:00+00:00
1430704,pending,2016-09-26 01:37:00+00:00
1430704,processing,2016-09-26 19:02:00+00:00
1430704,shipped,2016-09-27 17:47:00+00:00
1430704,delivered,2016-09-28 23:46:00+00:00
1430704,return_requested,2016-10-09 08:44:00+00:00
1430704,returned,2016-10-14 20:13:00+00:00
1430704,refunded,2016-10-17 14:13:00+00:00
709745,pending,2016-10-04 10:04:00+00:00
709745,processing,2016-10-04 20:00:00+00:00
709745,shipped,2016-10-06 19:40:00+00:00
709745,delivered,2016-10-07 17:55:00+00:00
2539408,pending,2016-10-04 05:41:00+00:00
2539408,processing,2016-10-04 17:12:00+00:00
2539408,shipped,2016-10-05 20:16:00+00:00
2539408,delivered,2016-10-10 21:28:00+00:00
322047,pending,2016-10-17 18:09:00+00:00
322047,processing,2016-10-17 18:54:00+00:00
322047,shipped,2016-10-18 07:16:00+00:00
322047,delivered,2016-10-19 19:14:00+00:00
625540,pending,2016-11-01 21:07:00+00:00
625540,processing,2016-11-01 22:10:00+00:00
625540,shipped,2016-11-02 19:29:00+00:00
625540,delivered,2016-11-03 18:52:00+00:00
2565754,pending,2016-11-02 00:59:00+00:00
2565754,processing,2016-11-02 19:40:00+00:00
2565754,shipped,2016-11-03 18:05:00+00:00
2565754,delivered,2016-11-07 01:03:00+00:00
2050846,pending,2016-11-05 10:55:00+00:00
2050846,processing,2016-11-05 23:22:00+00:00
2050846,shipped,2016-11-07 07:15:00+00:00
2050846,delivered,2016-11-12 23:12:00+00:00
2324674,pending,2016-06-16 23:50:00+00:00
2324674,processing,2016-06-17 20:47:00+00:00
2324674,shipped,2016-06-19 13:38:00+00:00
2324674,delivered,2016-06-25 08:44:00+00:00
3209730,pending,2016-06-16 23:50:00+00:00
3209730,processing,2016-06-17 00:45:00+00:00
3209730,shipped,2016-06-17 18:15:00+00:00
3209730,delivered,2016-06-22 18:22:00+00:00
3209730,return_requested,2016-06-25 22:02:00+00:00
3209730,returned,2016-06-30 06:21:00+00:00
3209730,refunded,2016-07-02 15:59:00+00:00
1004235,pending,2016-06-19 07:06:00+00:00
1004235,processing,2016-06-19 23:16:00+00:00
1004235,shipped,2016-06-20 21:13:00+00:00
1004235,delivered,2016-06-21 19:46:00+00:00
413822,pending,2016-06-28 20:48:00+00:00
413822,processing,2016-06-28 21:35:00+00:00
413822,cancelled,2016-06-28 22:15:00+00:00
2712289,pending,2016-07-28 18:12:00+00:00
2712289,processing,2016-07-28 19:24:00+00:00
2712289,shipped,2016-07-29 22:49:00+00:00
2712289,delivered,2016-08-05 22:37:00+00:00
2712289,refunded,2016-08-07 05:47:00+00:00
2204811,pending,2016-08-03 20:18:00+00:00
2204811,processing,2016-08-03 20:34:00+00:00
2204811,shipped,2016-08-05 17:40:00+00:00
2204811,delivered,2016-08-12 21:24:00+00:00
2204811,return_requested,2016-08-23 23:32:00+00:00
2204811,returned,2016-08-24 21:17:00+00:00
2204811,refunded,2016-08-25 21:41:00+00:00
2787817,pending,2016-02-11 23:18:00+00:00
2787817,processing,2016-02-12 00:19:00+00:00
2787817,shipped,2016-02-12 17:31:00+00:00
2787817,delivered,2016-02-14 19:43:00+00:00
2753781,pending,2016-02-11 23:18:00+00:00
2753781,processing,2016-02-12 00:46:00+00:00
2753781,cancelled,2016-02-12 20:12:00+00:00
770116,pending,2016-03-12 19:17:00+00:00
770116,processing,2016-03-12 20:40:00+00:00
770116,shipped,2016-03-13 17:32:00+00:00
770116,delivered,2016-03-15 18:54:00+00:00
1493605,pending,2016-04-11 00:01:00+00:00
1493605,processing,2016-04-11 21:57:00+00:00
1493605,shipped,2016-04-12 23:59:00+00:00
1493605,delivered,2016-04-13 20:07:00+00:00
380958,pending,2016-05-11 22:24:00+00:00
380958,processing,2016-05-11 23:43:00+00:00
380958,shipped,2016-05-13 23:13:00+00:00
380958,delivered,2016-05-15 23:16:00+00:00
380958,refunded,2016-05-20 21:31:00+00:00
819325,pending,2016-06-10 18:01:00+00:00
819325,processing,2016-06-10 19:10:00+00:00
819325,shipped,2016-06-12 06:01:00+00:00
819325,delivered,2016-06-15 21:04:00+00:00
1533436,pending,2016-06-28 08:41:00+00:00
1533436,processing,2016-06-28 15:39:00+00:00
1533436,shipped,2016-06-28 22:57:00+00:00
1533436,delivered,2016-07-02 10:39:00+00:00
2080713,pending,2016-07-28 21:08:00+00:00
2080713,processing,2016-07-28 21:50:00+00:00
2080713,shipped,2016-07-28 22:07:00+00:00
2080713,delivered,2016-08-04 19:57:00+00:00
2080713,refunded,2016-08-06 11:08:00+00:00
939137,pending,2016-08-27 14:18:00+00:00
939137,processing,2016-08-27 21:17:00+00:00
939137,shipped,2016-08-29 18:00:00+00:00
939137,delivered,2016-09-04 18:12:00+00:00
1941199,pending,2016-08-29 00:24:00+00:00
1941199,processing,2016-08-29 16:39:00+00:00
1941199,shipped,2016-08-29 20:01:00+00:00
1941199,delivered,2016-09-05 22:24:00+00:00
819951,pending,2016-12-10 17:58:00+00:00
819951,processing,2016-12-10 20:20:00+00:00
819951,shipped,2016-12-10 20:33:00+00:00
819951,delivered,2016-12-14 18:18:00+00:00
2743453,pending,2016-12-10 17:58:00+00:00
2743453,processing,2016-12-10 20:04:00+00:00
2743453,shipped,2016-12-11 22:04:00+00:00
2743453,delivered,2016-12-12 20:22:00+00:00
2743453,return_requested,2016-12-19 21:09:00+00:00
2743453,returned,2016-12-26 21:54:00+00:00
2743453,refunded,2016-12-30 20:52:00+00:00
1751108,pending,2016-12-15 18:17:00+00:00
1751108,processing,2016-12-15 18:31:00+00:00
1751108,shipped,2016-12-16 23:03:00+00:00
1751108,delivered,2016-12-22 21:30:00+00:00
1751108,refunded,2016-12-22 22:11:00+00:00
653187,pending,2016-12-21 19:24:00+00:00
653187,processing,2016-12-21 19:51:00+00:00
653187,cancelled,2016-12-21 20:57:00+00:00
2934064,pending,2016-12-25 07:12:00+00:00
2934064,processing,2016-12-25 20:26:00+00:00
2934064,shipped,2016-12-27 18:15:00+00:00
2934064,delivered,2017-01-01 22:34:00+00:00
2345792,pending,2016-12-28 20:22:00+00:00
2345792,processing,2016-12-28 21:38:00+00:00
2345792,shipped,2016-12-29 22:28:00+00:00
2345792,delivered,2017-01-02 00:50:00+00:00
706120,pending,2017-01-05 23:03:00+00:00
706120,processing,2017-01-05 23:52:00+00:00
706120,shipped,2017-01-07 15:58:00+00:00
706120,delivered,2017-01-12 21:00:00+00:00
706120,refunded,2017-01-15 23:58:00+00:00
754414,pending,2017-01-13 21:24:00+00:00
754414,processing,2017-01-13 21:35:00+00:00
754414,shipped,2017-01-13 21:41:00+00:00
754414,delivered,2017-01-18 12:05:00+00:00
1451878,pending,2017-01-22 22:00:00+00:00
1451878,processing,2017-01-22 22:13:00+00:00
1451878,shipped,2017-01-24 12:01:00+00:00
1451878,delivered,2017-01-30 13:56:00+00:00
735421,pending,2017-01-25 21:49:00+00:00
735421,processing,2017-01-25 22:32:00+00:00
735421,shipped,2017-01-26 00:28:00+00:00
735421,delivered,2017-02-01 17:24:00+00:00
78269,pending,2017-01-29 22:34:00+00:00
78269,processing,2017-01-30 00:01:00+00:00
78269,shipped,2017-01-30 20:23:00+00:00
78269,delivered,2017-02-02 23:09:00+00:00
2828346,pending,2017-02-01 05:01:00+00:00
2828346,processing,2017-02-01 18:40:00+00:00
2828346,shipped,2017-02-02 09:10:00+00:00
2828346,delivered,2017-02-08 07:08:00+00:00
2410421,pending,2017-02-03 12:07:00+00:00
2410421,processing,2017-02-03 13:50:00+00:00
2410421,shipped,2017-02-03 19:42:00+00:00
2410421,delivered,2017-02-07 14:26:00+00:00
3162204,pending,2017-02-08 19:43:00+00:00
3162204,processing,2017-02-08 23:03:00+00:00
3162204,shipped,2017-02-09 19:10:00+00:00
3162204,delivered,2017-02-10 17:36:00+00:00
519426,pending,2017-02-17 19:32:00+00:00
519426,processing,2017-02-17 19:39:00+00:00
519426,shipped,2017-02-18 16:16:00+00:00
519426,delivered,2017-02-19 23:01:00+00:00
916921,pending,2017-02-20 18:49:00+00:00
916921,processing,2017-02-20 19:54:00+00:00
916921,shipped,2017-02-21 10:48:00+00:00
916921,delivered,2017-02-28 20:06:00+00:00
1802819,pending,2017-02-22 15:23:00+00:00
1802819,processing,2017-02-22 15:25:00+00:00
1802819,cancelled,2017-02-22 16:12:00+00:00
2920837,pending,2017-02-27 17:24:00+00:00
2920837,processing,2017-02-27 17:44:00+00:00
2920837,failed,2017-02-27 17:46:00+00:00
1522648,pending,2017-03-03 10:20:00+00:00
1522648,processing,2017-03-03 19:12:00+00:00
1522648,cancelled,2017-03-03 20:33:00+00:00
1356494,pending,2017-03-08 23:05:00+00:00
1356494,processing,2017-03-09 00:13:00+00:00
1356494,shipped,2017-03-10 21:39:00+00:00
1356494,delivered,2017-03-16 20:54:00+00:00
1356494,refunded,2017-03-21 06:04:00+00:00
2241069,pending,2017-03-12 20:13:00+00:00
2241069,processing,2017-03-12 21:40:00+00:00
2241069,cancelled,2017-03-12 21:57:00+00:00
2446,pending,2017-03-16 20:36:00+00:00
2446,processing,2017-03-16 21:12:00+00:00
2446,shipped,2017-03-16 22:12:00+00:00
2446,delivered,2017-03-18 23:44:00+00:00
2524617,pending,2017-03-19 21:53:00+00:00
2524617,processing,2017-03-19 22:15:00+00:00
2524617,shipped,2017-03-21 19:41:00+00:00
2524617,delivered,2017-03-25 22:05:00+00:00
2994425,pending,2017-03-23 18:27:00+00:00
2994425,processing,2017-03-23 18:46:00+00:00
2994425,shipped,2017-03-24 19:04:00+00:00
2994425,delivered,2017-03-25 18:40:00+00:00
946226,pending,2017-03-26 14:03:00+00:00
946226,processing,2017-03-26 18:37:00+00:00
946226,shipped,2017-03-27 20:14:00+00:00
946226,delivered,2017-04-01 20:58:00+00:00
946226,return_requested,2017-04-07 15:25:00+00:00
946226,returned,2017-04-09 20:57:00+00:00
946226,refunded,2017-04-13 13:36:00+00:00
262290,pending,2017-03-29 12:38:00+00:00
262290,processing,2017-03-29 18:15:00+00:00
262290,shipped,2017-03-31 17:02:00+00:00
262290,delivered,2017-04-04 18:31:00+00:00
1583944,pending,2017-03-30 09:34:00+00:00
1583944,processing,2017-03-30 21:18:00+00:00
