order_id,product_id,add_to_cart_order,reordered
546635,49175,10,1
546635,890,11,1
546635,23737,12,1
546635,24184,13,1
547538,10580,1,1
547538,29307,2,1
547538,32124,3,0
547538,39475,4,0
547538,42565,5,0
547538,9515,6,0
547538,16185,7,0
547538,2314,8,1
547538,38273,9,0
547538,226,10,0
547538,5450,11,1
547538,24964,12,1
547538,20410,13,0
547565,47029,1,1
547565,48726,2,1
547565,27966,3,1
547565,30391,4,1
547565,22829,5,1
547565,25659,6,0
547565,12419,7,1
547565,5479,8,1
547943,13176,1,1
547943,17461,2,1
547943,40706,3,1
547943,21903,4,1
547943,36923,5,1
547943,9076,6,0
547943,21137,7,0
547943,12206,8,0
547943,47652,9,1
548250,34050,1,1
548250,21903,2,1
548344,38768,1,1
548344,6184,2,1
548344,7021,3,0
548344,42265,4,0
548370,33198,1,1
548370,13176,2,1
548370,30442,3,1
548370,24799,4,1
548370,5785,5,1
548370,26079,6,1
548370,47209,7,1
548370,13870,8,1
548370,20583,9,1
548370,27344,10,1
548641,44325,1,0
548641,41178,2,1
548641,11615,3,0
548641,12232,4,0
548641,36707,5,0
548641,44987,6,0
548641,877,7,0
548641,33959,8,1
548641,38789,9,1
548641,6213,10,0
548647,23336,1,1
548647,27885,2,0
548647,46627,3,1
548647,48118,4,0
548647,31989,5,0
548647,881,6,0
548647,9409,7,1
548717,13874,1,0
548717,3142,2,0
548717,8518,3,0
548717,43647,4,0
548717,27464,5,0
548717,9337,6,0
549069,42445,1,1
549069,19660,2,1
549069,26959,3,1
549069,48595,4,1
549069,23554,5,1
549069,12039,6,1
549069,6210,7,0
549069,46828,8,0
549069,42001,9,0
549069,5479,10,0
549069,11760,11,0
549069,24236,12,0
549069,5240,13,0
549069,39578,14,0
549069,49113,15,0
549069,10841,16,0
549069,38697,17,0
549069,6987,18,0
549069,21802,19,0
549069,22260,20,0
549069,25640,21,0
549069,1831,22,0
549069,4029,23,0
549069,6104,24,0
549075,12075,1,1
549075,13176,2,1
549075,22509,3,1
549075,34991,4,1
549075,21019,5,1
549075,22993,6,1
549075,39928,7,1
549075,26548,8,0
549075,24082,9,1
549075,34706,10,0
549075,6291,11,1
549075,19366,12,1
549075,27966,13,1
549075,44479,14,0
549075,4348,15,1
549075,48110,16,1
549075,36164,17,1
549075,30720,18,1
549075,42803,19,1
549075,31553,20,0
549075,4920,21,1
549451,48523,1,1
549451,2361,2,1
549451,45747,3,1
549451,45570,4,1
549451,2238,5,0
549451,38456,6,1
549451,24265,7,1
549451,48795,8,1
549606,34024,1,1
549606,13679,2,1
549606,40910,3,1
549606,10333,4,1
549606,8193,5,1
549606,46572,6,1
549747,9203,1,1
549747,15842,2,0
549747,2732,3,1
549747,38159,4,0
549747,8174,5,0
549747,1713,6,1
549747,40406,7,0
549747,21386,8,1
549835,5250,1,1
549835,7963,2,1
549835,37417,3,1
549835,4781,4,1
549835,43713,5,1
549835,30450,6,1
549835,43154,7,1
549835,20119,8,1
549835,5161,9,1
549835,35221,10,1
549835,44632,11,1
549835,35140,12,1
549835,21607,13,1
549835,29752,14,1
549839,16797,1,1
549839,18564,2,1
549839,26209,3,1
549839,1194,4,0
549839,14852,5,1
549839,30480,6,1
549839,28849,7,0
549839,37825,8,0
549839,44683,9,0
549839,43999,10,0
549839,12157,11,0
549839,41950,12,0
549839,45,13,0
549839,21405,14,0
549839,41220,15,0
550241,29723,1,0
550241,29315,2,0
550241,18747,3,0
550241,22943,4,0
550537,27531,1,1
550537,47209,2,1
550537,34466,3,1
550537,3826,4,1
550537,9076,5,1
550537,11153,6,1
550537,19048,7,1
550537,32864,8,1
550537,38562,9,1
550537,11140,10,1
550537,10872,11,1
550537,29574,12,0
550537,18171,13,1
550537,46654,14,1
550537,39570,15,1
550537,8568,16,1
550537,42768,17,1
550537,9480,18,0
550537,4634,19,0
550620,21903,1,1
550620,27695,2,1
550620,39495,3,0
550620,11520,4,1
550620,47626,5,1
550620,27086,6,0
550620,1940,7,1
550620,12089,8,0
550620,15026,9,0
550620,4367,10,1
550620,8385,11,0
550620,34497,12,0
550620,36865,13,0
550692,26790,1,1
550692,5621,2,1
550692,28199,3,1
550692,19821,4,1
550692,25146,5,1
550692,20285,6,1
550692,5231,7,1
550692,5115,8,1
550692,23339,9,1
550692,47209,10,1
550692,44422,11,1
550692,4445,12,1
550692,23516,13,1
551351,20512,1,1
551351,21037,2,0
551351,27845,3,0
551351,6532,4,0
551351,24852,5,1
551351,21137,6,1
551351,20904,7,0
551351,204,8,0
551369,20995,1,1
551369,21267,2,1
551369,28849,3,1
551369,5550,4,1
551369,2067,5,1
551369,47990,6,1
551369,41950,7,1
551369,24964,8,1
551369,13176,9,1
551369,22935,10,1
551369,34243,11,1
551369,43961,12,1
551369,12974,13,0
551369,35105,14,0
551369,21927,15,1
551369,10749,16,1
551369,31523,17,1
551369,42701,18,1
551369,49075,19,0
551369,12107,20,0
551670,15366,1,1
551670,24852,2,1
551670,47209,3,1
551670,19057,4,1
551670,5115,5,1
551670,23339,6,1
551670,5646,7,1
551670,32429,8,1
551670,27966,9,1
551670,432,10,1
551670,48679,11,1
551670,16027,12,1
551670,35336,13,1
551670,3025,14,1
551670,26032,15,1
551670,43967,16,1
551670,12872,17,1
551670,13014,18,1
551670,8518,19,1
551670,25146,20,1
551670,21195,21,1
551670,41637,22,0
551670,8193,23,1
551670,24830,24,0
551670,1408,25,1
551670,21174,26,0
551670,41950,27,0
551670,21267,28,1
551670,1468,29,1
551670,5231,30,1
551778,25087,1,1
551778,35065,2,0
551778,27104,3,1
551778,28826,4,0
551797,9598,1,1
551797,18224,2,1
551797,36082,3,1
552463,17858,1,0
552463,37606,2,0
552463,38371,3,0
552480,5911,1,1
552480,47253,2,0
552659,1463,1,1
552659,2962,2,1
552659,7026,3,1
552659,34126,4,1
552659,5240,5,0
552659,39619,6,0
552659,46665,7,0
552659,34496,8,0
552696,6475,1,1
552696,32651,2,0
552696,28913,3,1
552696,397,4,1
552696,27476,5,1
552696,1695,6,1
552696,46886,7,1
552696,49628,8,1
552696,43876,9,1
552696,30827,10,1
552696,43772,11,1
552696,18852,12,1
552696,21778,13,1
552696,10880,14,1
552696,14161,15,1
552696,22062,16,1
552696,48775,17,1
552696,5994,18,1
552696,36545,19,1
552696,1979,20,1
552696,49350,21,0
552696,32238,22,1
552696,16797,23,0
552696,28842,24,1
552696,42258,25,1
552696,25170,26,0
552696,43409,27,1
552785,45143,1,0
552785,5479,2,1
552785,22829,3,1
552785,16349,4,0
552785,49174,5,0
552785,14992,6,0
552785,43968,7,0
552785,11777,8,0
552785,34423,9,0
552785,38777,10,0
552785,22035,11,0
552785,21195,12,0
552785,15683,13,0
552785,24231,14,0
552785,26604,15,0
552785,5876,16,0
552785,34358,17,1
552785,48726,18,1
552785,47029,19,1
553057,27966,1,1
553057,20082,2,1
553057,1069,3,1
553057,18747,4,1
553057,16797,5,1
553057,27307,6,1
553057,33845,7,1
553057,6631,8,1
553057,21157,9,1
553057,4778,10,1
553057,17600,11,1
553057,17122,12,1
553057,38739,13,1
553057,23420,14,1
553057,1514,15,1
553057,47079,16,1
553057,14161,17,1
553057,10957,18,1
553057,16414,19,1
553057,5189,20,1
553057,17008,21,1
553057,17167,22,1
553057,12720,23,1
553057,14992,24,1
553057,20021,25,0
553057,5385,26,0
553057,16696,27,1
553057,5068,28,0
553057,13333,29,0
553057,29334,30,0
553057,36086,31,0
553057,12508,32,1
553057,27033,33,0
553057,44435,34,0
553057,28754,35,0
553226,16528,1,1
553226,24852,2,1
553226,49683,3,1
553226,7325,4,1
553226,23622,5,1
553226,45946,6,1
553226,15290,7,1
553226,34134,8,1
553226,38985,9,1
553226,19057,10,1
553226,1244,11,1
553226,32197,12,1
553226,46667,13,1
553226,36724,14,1
553226,49478,15,0
553226,4461,16,0
553257,37417,1,0
553257,19862,2,0
553257,26319,3,0
553257,16403,4,0
553257,44422,5,0
553257,45965,6,0
553257,17462,7,0
553257,17604,8,0
553257,42002,9,0
553257,3546,10,0
553257,22935,11,1
553257,23165,12,0
553257,12748,13,0
553257,28985,14,0
553257,41950,15,0
553257,48679,16,0
553257,44359,17,1
553257,16174,18,0
553257,47209,19,1
553257,43065,20,0
553257,8277,21,1
553257,18465,22,1
553257,36127,23,1
553257,31506,24,0
553257,40396,25,1
553257,43945,26,1
553257,8670,27,0
553257,15622,28,0
553257,38383,29,1
553257,47333,30,0
553257,4605,31,1
553280,20995,1,1
553280,21616,2,1
553280,40706,3,1
553280,21195,4,0
553526,14957,1,0
553526,10957,2,0
553526,48790,3,0
553526,1139,4,0
553526,4591,5,0
553526,33196,6,0
553808,29345,1,0
553808,37460,2,0
553808,3434,3,0
553902,12484,1,1
553902,30183,2,1
553902,11837,3,1
553902,32314,4,1
553902,25405,5,1
553902,28450,6,1
553902,13400,7,0
553902,3639,8,1
553902,19866,9,0
553902,13135,10,0
553902,42625,11,0
553975,48845,1,1
554319,13176,1,1
554319,3957,2,1
554319,38192,3,1
554319,8186,4,1
554319,42085,5,1
554319,49247,6,1
554319,34134,7,1
554319,3020,8,0
554319,42345,9,1
554319,47049,10,1
554319,43875,11,0
554319,63,12,1
554319,365,13,0
554319,42768,14,0
554319,24964,15,1
554319,23025,16,0
554319,49201,17,0
554319,42533,18,0
554319,12343,19,0
554559,23315,1,1
554559,35510,2,1
554559,27744,3,1
554589,31717,1,0
554589,5077,2,0
554589,21137,3,0
554589,28278,4,0
554589,23339,5,0
554589,8193,6,0
554589,210,7,0
554847,1529,1,0
554847,23165,2,1
554847,8021,3,1
554847,39812,4,1
554847,49533,5,1
554847,6341,6,1
554847,2748,7,1
554847,46524,8,1
554847,41844,9,1
555148,8518,1,1
555148,31523,2,0
555148,13524,3,1
555148,19311,4,1
555148,45948,5,1
555399,39180,1,1
555399,33731,2,1
555399,27156,3,1
555399,45535,4,1
555399,16823,5,0
555399,890,6,0
555399,3298,7,0
555707,16882,1,1
555707,39408,2,1
555707,47144,3,1
555707,3919,4,0
555707,30340,5,0
555707,35430,6,0
555707,39993,7,1
555707,37229,8,1
555707,22227,9,1
555707,7131,10,1
555707,6612,11,0
555888,40852,1,1
555888,39275,2,1
555888,12384,3,1
555888,21288,4,1
555888,21137,5,1
555888,41860,6,1
555888,37646,7,1
555888,22825,8,1
555888,6475,9,1
555888,37067,10,0
555888,47325,11,0
555888,46049,12,0
555888,18288,13,0
555888,29439,14,0
556230,38200,1,1
556230,24852,2,1
556230,895,3,1
556230,33722,4,1
556230,49325,5,1
556230,311,6,1
556230,27554,7,1
556230,15290,8,1
556230,14992,9,1
556230,10125,10,1
556230,47144,11,1
556230,14267,12,1
556230,32433,13,1
556230,42265,14,1
556230,31343,15,1
556230,27104,16,1
556773,32740,1,1
556773,3819,2,1
556773,44987,3,0
556773,9327,4,0
556773,7485,5,1
556773,5479,6,0
556773,23059,7,1
557113,20361,1,1
557113,34355,2,1
557113,39275,3,1
557113,21288,4,1
557113,19604,5,1
557507,34283,1,1
557507,36962,2,0
557507,16797,3,0
557507,27105,4,0
557854,43749,1,1
557854,27966,2,1
557854,13176,3,1
557854,5785,4,1
557854,21903,5,1
557854,28465,6,1
557854,2086,7,1
557854,11538,8,1
557854,31886,9,1
557854,30233,10,1
557854,43086,11,1
557854,18391,12,0
557854,44314,13,0
557875,33316,1,0
557875,40614,2,0
557875,24789,3,0
557875,27694,4,0
557875,26165,5,1
557875,33731,6,1
557875,8174,7,0
557875,23142,8,0
557875,27086,9,1
557875,42303,10,0
557875,49533,11,0
557875,21417,12,0
557875,10132,13,0
558104,17122,1,1
558104,24852,2,1
558104,20082,3,1
558104,1069,4,1
558104,5189,5,1
558104,1514,6,1
558104,30442,7,0
558279,196,1,1
558279,46149,2,1
559164,1160,1,1
559164,5077,2,1
559164,1940,3,1
559164,10957,4,1
559164,26348,5,1
559164,19057,6,1
559164,1219,7,0
559422,29077,1,0
559422,29846,2,1
559422,35121,3,1
559422,28473,4,1
559422,9387,5,1
559422,13618,6,1
559424,35951,1,0
559424,37825,2,0
559424,28071,3,0
559424,24852,4,0
559424,28985,5,0
559424,31553,6,0
559424,29487,7,0
559424,22395,8,0
559424,3142,9,0
559424,17794,10,0
559424,49383,11,0
559424,27544,12,0
559424,39475,13,0
559424,43210,14,0
559634,21137,1,1
559634,44560,2,1
559634,7503,3,1
559634,35140,4,1
559635,8348,1,0
559635,5077,2,1
559635,25804,3,0
559635,11182,4,1
559635,38374,5,0
559725,18974,1,0
559725,28999,2,0
559725,5025,3,1
559725,34358,4,1
559725,29694,5,0
559725,44678,6,0
559725,30151,7,1
559738,31912,1,0
559843,24852,1,1
559843,24184,2,1
559843,21938,3,1
559843,47766,4,1
559843,18465,5,1
559843,7673,6,1
559843,41259,7,1
559843,20114,8,1
559843,21903,9,1
559843,41544,10,0
559843,27086,11,1
559843,48679,12,1
559843,28849,13,1
559843,5618,14,1
559843,24964,15,1
559843,34969,16,1
559843,46979,17,1
559843,15290,18,1
559843,36294,19,1
559843,44514,20,1
559843,4605,21,1
559843,8518,22,1
559843,19508,23,1
559843,31553,24,1
559843,2295,25,1
559843,27521,26,1
559843,2086,27,1
559843,47738,28,1
559843,31915,29,1
559843,46676,30,1
559843,40604,31,1
559843,45007,32,1
559843,32864,33,1
559843,42557,34,1
559843,41065,35,1
559843,25346,36,1
559843,7179,37,1
559843,30305,38,1
559843,17224,39,1
559843,4472,40,0
559941,7252,1,0
559941,39275,2,1
560442,27156,1,0
560442,7058,2,0
560442,20114,3,0
560442,36165,4,0
560442,47537,5,0
560442,42701,6,0
560442,25295,7,1
560442,37531,8,1
560504,6567,1,0
560504,12857,2,0
560504,13031,3,1
560504,25072,4,0
560504,44570,5,1
560504,11524,6,0
560504,40706,7,1
560504,44142,8,1
560504,49098,9,0
560504,34386,10,0
560794,9405,1,0
560794,42471,2,0
560794,33198,3,0
560794,14519,4,0
560794,12606,5,0
560794,5782,6,0
560794,26503,7,0
560794,3231,8,0
560794,20561,9,0
561056,24852,1,1
561056,48726,2,1
561056,45210,3,1
561056,11937,4,1
561056,2716,5,1
561056,47029,6,1
561056,18891,7,1
561056,4217,8,0
561056,11782,9,1
561056,11421,10,0
561056,25069,11,0
561056,21195,12,0
561747,7130,1,1
561747,432,2,1
561747,20410,3,0
561747,28934,4,0
561747,6135,5,0
561883,32747,1,1
561883,47621,2,1
561883,24852,3,1
561883,17477,4,1
562861,38928,1,1
562861,196,2,1
562861,21573,3,1
562886,7963,1,1
562886,21038,2,1
562886,45106,3,1
562886,34243,4,1
562886,3957,5,1
562886,2966,6,1
562886,13176,7,1
562886,16589,8,1
562886,40469,9,1
562886,11520,10,1
562886,44479,11,1
562931,37642,1,1
562931,3376,2,1
562931,40408,3,1
562931,28745,4,1
562931,7781,5,1
562931,2081,6,1
562931,25640,7,1
562931,49325,8,1
562931,27554,9,1
562931,42768,10,1
562931,31343,11,1
562931,16462,12,0
563294,15351,1,1
563294,45223,2,1
563294,45445,3,1
563294,35951,4,1
563294,28918,5,1
563294,36070,6,1
563294,47766,7,1
563294,44201,8,1
563294,34530,9,1
563294,8670,10,1
563294,9047,11,1
563294,20574,12,1
563294,32652,13,0
563294,48017,14,1
563294,16772,15,0
563294,35948,16,0
563294,24759,17,0
563294,18159,18,0
563294,41006,19,0
563294,9248,20,0
563294,33279,21,0
563294,9755,22,0
563294,26723,23,0
563294,37257,24,0
563304,18370,1,0
563304,28199,2,0
563304,31100,3,1
563304,48287,4,1
563304,43769,5,1
563304,40706,6,1
563304,3142,7,1
563304,22969,8,1
563304,3020,9,1
563304,34134,10,1
563304,13829,11,1
563304,6104,12,1
563304,1035,13,1
563378,32648,1,0
563378,5876,2,1
563382,30016,1,1
563382,39443,2,1
563382,33058,3,1
563440,1217,1,1
563440,27985,2,1
563440,18432,3,1
563440,7189,4,1
564042,2078,1,1
564042,47209,2,1
564272,25922,1,0
564272,39300,2,1
564272,32700,3,1
564272,22108,4,1
564450,44632,1,0
564485,34283,1,1
564485,5425,2,0
564485,7189,3,0
564485,16797,4,1
564485,49605,5,0
564575,11576,1,0
564760,12872,1,1
564760,41010,2,1
564760,29051,3,0
564760,29987,4,0
564760,30480,5,1
564760,23375,6,1
564760,19677,7,1
564760,31506,8,1
564760,42768,9,1
564760,47626,10,1
564760,33636,11,1
564760,26410,12,0
564760,37538,13,0
564760,37524,14,1
564807,19057,1,0
564807,11182,2,0
564807,13838,3,1
564807,46906,4,1
564807,47209,5,1
564807,28171,6,1
564807,24024,7,1
564807,28342,8,1
564807,36287,9,0
564807,20314,10,0
564807,20512,11,1
564807,46512,12,0
564807,730,13,0
564807,25824,14,0
564807,34458,15,0
564807,11913,16,0
564807,45007,17,0
564807,22935,18,1
565013,8193,1,1
565013,17706,2,1
565013,8022,3,1
565013,6193,4,1
565013,17429,5,1
565013,49235,6,1
565013,24852,7,1
565013,21709,8,1
565013,38293,9,1
565013,11182,10,1
565013,15503,11,1
565289,17985,1,1
565289,26209,2,1
565289,33198,3,1
565435,27012,1,1
565435,21903,2,1
565435,8048,3,1
565514,31564,1,0
565514,40945,2,1
565514,19173,3,0
565514,47966,4,1
565514,5041,5,1
565514,540,6,1
565514,12524,7,1
565514,47766,8,1
565746,27189,1,0
565746,40254,2,1
565746,47144,3,1
565746,36640,4,1
565746,11679,5,1
565746,3856,6,1
565746,35234,7,1
565746,24852,8,1
565746,13203,9,1
565746,15364,10,0
565746,37654,11,0
566079,13176,1,1
566079,1940,2,1
566079,42450,3,1
566079,20463,4,1
566079,29640,5,1
566079,45468,6,1
566079,33003,7,1
566079,15945,8,1
566079,11203,9,1
566079,43973,10,1
566079,10528,11,1
566079,17341,12,1
566079,11258,13,1
566079,25300,14,1
566079,19173,15,1
566079,20785,16,1
566079,22468,17,1
566079,41665,18,0
566079,7567,19,0
566079,21240,20,0
566079,46979,21,0
566079,47438,22,1
566079,17334,23,1
566079,22882,24,0
566079,34024,25,1
566079,25985,26,1
566079,11827,27,1
566079,39351,28,1
566079,12845,29,0
566079,41771,30,1
566079,38291,31,0
566079,43772,32,1
566079,2103,33,0
566079,6046,34,0
566079,7394,35,1
566079,1447,36,0
566203,11520,1,1
566203,38159,2,0
566203,10108,3,0
566203,13176,4,1
566203,28601,5,0
566203,49683,6,1
566203,5175,7,0
566203,10243,8,0
566203,19174,9,0
566203,7050,10,1
566549,24852,1,1
566549,28204,2,1
566549,25340,3,1
566549,27966,4,1
566549,25640,5,1
566549,21137,6,1
566549,23233,7,1
566549,5876,8,1
566549,9076,9,1
566559,13176,1,0
566559,37646,2,0
566559,19057,3,0
566559,39877,4,0
566559,22825,5,0
566656,40939,1,1
566760,47167,1,0
566760,45767,2,0
566760,20327,3,0
566760,24850,4,0
566778,27761,1,1
566778,16464,2,1
566778,20985,3,1
566778,49235,4,1
566778,29646,5,1
566778,40174,6,0
566778,23102,7,1
567353,3957,1,1
567353,47766,2,1
567353,38192,3,1
567353,42085,4,1
567353,5161,5,1
567353,24838,6,1
567353,1463,7,0
567353,37288,8,1
567353,47049,9,1
567353,4499,10,0
567353,33321,11,0
567353,32655,12,1
567353,38383,13,1
567353,23622,14,0
567353,21137,15,1
567353,4855,16,0
567353,45007,17,0
567353,44426,18,1
567353,48442,19,0
567353,21903,20,1
567375,24838,1,0
567375,28985,2,0
567375,45007,3,0
567375,49128,4,0
567375,29669,5,0
567375,30450,6,0
567375,1025,7,1
567375,25659,8,1
567375,5785,9,1
567375,17948,10,0
567375,1999,11,0
567375,43961,12,1
567375,48775,13,0
567375,18409,14,0
567375,44014,15,0
567375,21403,16,0
567375,46667,17,0
567375,28842,18,0
567375,13984,19,1
567375,25886,20,0
567375,27104,21,0
567375,15591,22,0
567527,48775,1,1
567527,26940,2,1
567527,48745,3,1
567527,7628,4,1
567527,46584,5,1
567527,32864,6,1
567527,20569,7,1
567527,28214,8,0
567669,19180,1,1
567669,31720,2,1
567669,42445,3,1
567669,40706,4,1
567669,14852,5,1
567669,10492,6,1
567669,44882,7,1
567669,22035,8,1
567669,27104,9,1
567669,10749,10,1
567669,22935,11,1
567669,26328,12,1
567669,5450,13,1
567669,29307,14,1
567669,41920,15,1
567669,30494,16,0
567669,20520,17,1
567669,30482,18,1
567669,39877,19,1
567669,5390,20,1
567669,39415,21,0
567767,30142,1,1
567767,8277,2,1
567767,36695,3,0
567767,21903,4,0
567767,47766,5,1
567767,8518,6,1
567767,25633,7,0
567767,21938,8,0
567767,2295,9,0
567767,43622,10,0
567767,21376,11,0
567767,36076,12,0
567767,3582,13,0
567767,43122,14,1
567767,43875,15,0
567767,40531,16,1
567767,31506,17,1
567767,1000,18,0
567767,22899,19,0
567767,33043,20,0
567767,13431,21,0
567767,576,22,0
567784,19732,1,1
567784,22935,2,1
567842,24838,1,1
567842,24852,2,1
567842,33290,3,0
567842,22935,4,1
567842,25890,5,0
567842,23079,6,1
567842,17948,7,1
567842,9390,8,0
567842,38294,9,0
567842,19311,10,0
567842,36216,11,1
567842,5451,12,1
567842,37349,13,1
567923,47766,1,1
567923,28842,2,1
567923,26209,3,1
567923,19731,4,1
567923,5646,5,1
567923,22935,6,1
567923,13150,7,0
567923,32689,8,0
567923,9058,9,0
567923,21841,10,0
567923,21405,11,0
567923,35935,12,0
567923,43789,13,0
567923,39877,14,1
567923,41149,15,0
567923,17948,16,0
567923,436,17,0
567923,20995,18,1
567923,43889,19,0
567923,48785,20,0
567923,12196,21,0
567923,47740,22,0
567923,38916,23,0
567923,21006,24,1
567923,41398,25,1
567923,24120,26,1
567923,44138,27,0
567923,16122,28,0
568928,13702,1,1
568928,38226,2,1
568928,5077,3,1
568928,23288,4,1
568928,46069,5,1
568928,20723,6,1
568928,47209,7,1
568969,32691,1,1
569057,37642,1,1
569057,27730,2,1
569057,37462,3,0
569057,33722,4,1
569057,39737,5,1
569057,45679,6,1
569057,25890,7,1
569057,27323,8,1
569057,40180,9,1
569057,45249,10,1
569057,46979,11,0
569057,38192,12,0
569057,5114,13,0
569057,8654,14,0
569193,12456,1,1
569193,5640,2,1
569193,21050,3,1
569193,8193,4,0
569193,21771,5,1
569193,15464,6,0
569193,1217,7,0
569328,19173,1,0
569328,5450,2,1
569328,30169,3,0
569328,49098,4,0
569460,29398,1,1
569460,45633,2,1
569460,26940,3,1
569460,27845,4,1
569460,13113,5,1
569460,3664,6,1
569460,18281,7,1
569460,10305,8,1
569460,10180,9,1
569460,17284,10,1
569575,13176,1,1
569575,17758,2,0
569575,23427,3,1
569575,39739,4,0
569575,3957,5,1
569767,24852,1,1
569767,18362,2,1
569767,20693,3,1
569767,46906,4,1
569767,44269,5,0
569767,8479,6,1
569767,20119,7,1
569767,30604,8,0
570203,40120,1,0
570203,23375,2,0
570215,30949,1,0
570215,13838,2,0
570215,33216,3,0
570215,14627,4,0
570215,9438,5,1
570215,14678,6,1
570215,31577,7,1
570215,16759,8,1
570215,26350,9,0
570234,28572,1,1
570234,47943,2,1
570234,33055,3,1
570234,13176,4,0
570234,20842,5,1
570234,28801,6,1
570234,26165,7,1
570234,7500,8,0
571100,47209,1,0
571100,22025,2,0
571100,32689,3,0
571100,30450,4,0
571100,41198,5,0
571100,37220,6,0
571100,39097,7,0
571100,7963,8,0
571330,48364,1,0
571330,3957,2,1
571330,31506,3,0
571330,47209,4,1
571330,20995,5,0
571330,43673,6,0
571514,42360,1,0
571514,44142,2,1
571514,3856,3,1
571514,13490,4,0
571514,37850,5,1
571514,35042,6,1
571514,40168,7,0
571514,11408,8,0
571514,41264,9,0
571514,15290,10,1
571514,19051,11,1
571567,28427,1,0
571567,47672,2,1
571567,42174,3,1
571567,12496,4,0
571567,44142,5,0
572043,36728,1,1
572043,27196,2,1
572043,46572,3,0
572219,39621,1,0
572219,34134,2,1
572219,3020,3,1
572219,23025,4,1
572219,42345,5,1
572237,38689,1,1
572237,24852,2,1
572237,26458,3,1
572237,30903,4,1
572237,47766,5,1
572237,22963,6,1
572237,22035,7,1
572237,260,8,1
572237,21137,9,1
572237,49683,10,1
572237,38274,11,1
572237,32710,12,1
572237,46979,13,1
572237,46906,14,1
572237,7175,15,1
572237,41220,16,1
572237,36322,17,1
572237,20995,18,1
572418,24841,1,0
572418,33125,2,0
572418,15902,3,0
572418,27845,4,1
572418,19348,5,1
572418,43988,6,1
572418,13176,7,1
572504,4610,1,0
572504,9760,2,0
572504,28241,3,0
572504,40332,4,0
572504,41843,5,0
572622,40177,1,1
572622,22294,2,1
572622,26587,3,1
572622,12879,4,1
572622,46674,5,1
572622,41192,6,1
572622,32455,7,1
572622,12875,8,1
572622,20719,9,0
572622,3023,10,1
572622,16309,11,1
572622,37990,12,0
572622,46719,13,0
572706,11759,1,1
572706,21573,2,1
572728,40939,1,1
572783,30183,1,0
572783,11988,2,0
572783,37238,3,0
572783,18599,4,0
572783,1179,5,1
572783,9092,6,1
572783,13116,7,0
572783,9837,8,0
572783,15359,9,0
572783,26209,10,1
572783,19672,11,0
572783,47144,12,0
572783,19575,13,0
572783,8518,14,0
572783,47766,15,1
572783,3454,16,0
572783,3765,17,0
572783,8193,18,0
572826,16501,1,1
572826,21903,2,1
572940,28836,1,1
572940,15973,2,1
572940,46979,3,1
572940,33198,4,0
572940,31869,5,1
572940,31770,6,1
572940,25659,7,0
572940,44683,8,0
572940,2846,9,1
572940,36406,10,0
572940,300,11,0
572940,15937,12,0
572940,28002,13,1
573400,26283,1,1
573400,35108,2,0
573400,7054,3,0
573400,2866,4,0
573400,26452,5,0
573400,25340,6,0
573400,2210,7,0
573448,21903,1,1
573448,13176,2,1
573448,25138,3,1
573448,11109,4,1
573448,27966,5,0
573448,18564,6,1
573448,38944,7,1
573448,44116,8,1
573448,432,9,1
573448,22035,10,1
573448,28309,11,1
573448,8277,12,1
573448,44471,13,1
573448,3479,14,1
573448,1301,15,1
573448,21709,16,1
573448,43713,17,1
573448,24850,18,1
573448,39409,19,1
573448,33731,20,1
573448,10761,21,1
573448,32653,22,1
573448,14904,23,1
573448,24518,24,1
573448,10132,25,1
573448,21847,26,1
573448,8021,27,0
573448,46413,28,1
573448,5077,29,1
573448,4576,30,1
573448,11629,31,1
573448,33290,32,1
573448,42097,33,1
573448,14872,34,1
573677,44468,1,0
573677,45762,2,0
573677,7156,3,0
573677,43876,4,1
573677,18852,5,0
573677,35921,6,1
573677,42258,7,1
573677,1695,8,1
573677,27476,9,1
573677,397,10,0
573677,10305,11,1
573677,30827,12,1
573677,6475,13,1
573677,32864,14,1
573677,39676,15,1
573677,42736,16,1
573677,5994,17,1
573677,25857,18,1
573677,13409,19,1
573677,13291,20,0
573677,22890,21,1
573677,36545,22,1
573677,28835,23,1
573677,34496,24,1
573677,48766,25,1
573677,43129,26,1
573677,5315,27,1
573677,16468,28,1
573677,28913,29,0
573677,18598,30,0
573677,31343,31,1
573681,14233,1,1
573681,2120,2,1
573681,31255,3,1
573681,44368,4,1
573972,27548,1,1
573972,7131,2,1
573972,35078,3,1
573972,25659,4,1
573972,21526,5,1
573972,26384,6,1
573972,39180,7,1
573972,27845,8,1
573972,9463,9,1
573972,6656,10,1
573972,7021,11,1
574076,5161,1,1
574441,15424,1,0
574441,38511,2,1
574441,18747,3,1
574441,38444,4,1
574441,29315,5,1
574441,34995,6,1
574441,38508,7,1
574441,22795,8,1
574441,1447,9,1
574441,32428,10,0
574441,7641,11,0
574441,48144,12,0
574441,46473,13,0
574441,4092,14,0
574441,22617,15,0
574441,49496,16,0
574441,2852,17,1
574441,18285,18,1
574441,41860,19,1
574535,697,1,0
574535,28928,2,0
574535,40593,3,0
574535,16349,4,1
574652,13176,1,1
574652,8277,2,1
574652,3583,3,1
574652,6287,4,1
574652,49235,5,1
574652,2716,6,1
574652,45210,7,1
574652,27392,8,1
574652,41806,9,1
574652,42710,10,1
574652,33135,11,0
