order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
180466,31579,prior,12,4,17,1.0
2057526,31579,test,13,1,18,25.0
1403942,31626,prior,1,0,16,
448976,31626,prior,2,0,13,7.0
2335499,31626,prior,3,0,15,7.0
654622,31626,prior,4,0,15,30.0
2937597,31626,test,5,3,8,30.0
287319,31678,prior,1,1,15,
251928,31678,prior,2,4,8,10.0
94744,31678,prior,3,6,11,23.0
559634,31678,prior,4,1,6,9.0
1919426,31678,prior,5,5,12,18.0
2735755,31678,prior,6,3,10,12.0
2163214,31678,prior,7,0,13,4.0
1282613,31678,prior,8,6,14,6.0
1611838,31678,test,9,0,14,29.0
2511811,31852,prior,1,2,9,
490857,31852,prior,2,1,10,30.0
1333159,31852,prior,3,1,10,7.0
574911,31852,prior,4,1,10,7.0
259176,31852,prior,5,5,11,4.0
1281380,31852,prior,6,1,10,3.0
456615,31852,prior,7,2,9,8.0
3204068,31852,prior,8,2,8,7.0
2299832,31852,prior,9,1,10,13.0
744311,31852,prior,10,2,11,15.0
86137,31852,prior,11,1,11,13.0
2644333,31852,prior,12,4,11,17.0
1838420,31852,prior,13,1,14,18.0
3106404,31852,prior,14,5,9,18.0
2187168,31852,prior,15,3,13,30.0
2238319,31852,prior,16,1,12,26.0
1886234,31852,prior,17,1,10,21.0
1613755,31852,prior,18,5,15,11.0
2993622,31852,prior,19,1,10,17.0
2666539,31852,prior,20,1,9,14.0
1245938,31852,prior,21,3,12,9.0
1181588,31852,test,22,3,14,7.0
479574,32215,prior,1,6,14,
2632291,32215,prior,2,4,13,30.0
897290,32215,prior,3,4,16,28.0
1423253,32215,prior,4,4,15,30.0
3277260,32215,prior,5,5,14,1.0
2426972,32215,prior,6,4,6,6.0
1948621,32215,prior,7,1,14,18.0
1747640,32215,prior,8,3,13,9.0
1748190,32215,prior,9,2,10,6.0
2769934,32215,prior,10,0,13,12.0
1971397,32215,prior,11,0,15,7.0
663498,32215,prior,12,1,14,30.0
236477,32215,prior,13,5,14,30.0
2855854,32215,prior,14,2,11,11.0
2663410,32215,test,15,0,10,26.0
1100536,32325,prior,1,1,17,
2121684,32325,prior,2,5,15,30.0
1275694,32325,prior,3,0,12,30.0
1984109,32325,prior,4,2,6,16.0
855675,32325,test,5,1,16,30.0
2927436,32428,prior,1,6,20,
270202,32428,prior,2,2,10,17.0
2739888,32428,prior,3,2,12,14.0
3379716,32428,prior,4,2,18,14.0
2773580,32428,prior,5,2,16,21.0
1450243,32428,prior,6,1,15,30.0
932970,32428,prior,7,0,16,13.0
2969298,32428,prior,8,0,12,21.0
627930,32428,prior,9,0,18,14.0
1552100,32428,prior,10,5,9,12.0
883605,32428,prior,11,1,15,24.0
2340244,32428,prior,12,1,13,14.0
2817025,32428,prior,13,6,14,30.0
659163,32428,prior,14,3,10,18.0
443470,32428,test,15,4,10,30.0
317806,32947,prior,1,0,22,
2564666,32947,prior,2,1,15,30.0
1071398,32947,prior,3,1,16,7.0
64814,32947,test,4,1,15,28.0
2069127,33038,prior,1,4,11,
1659631,33038,prior,2,5,10,15.0
2671580,33038,prior,3,1,11,17.0
2728670,33038,prior,4,1,13,30.0
1423045,33038,prior,5,1,10,7.0
3044313,33038,prior,6,2,15,22.0
2189504,33038,prior,7,1,12,13.0
1014164,33038,prior,8,4,15,24.0
2518796,33038,prior,9,2,12,12.0
828005,33038,prior,10,3,10,30.0
1628408,33038,prior,11,6,11,30.0
279831,33038,test,12,3,10,25.0
373398,33502,prior,1,2,16,
2376212,33502,prior,2,4,16,30.0
3344270,33502,prior,3,1,9,11.0
1405757,33502,prior,4,1,12,21.0
1334873,33502,test,5,0,11,20.0
1328365,33728,prior,1,6,10,
1363338,33728,prior,2,0,18,15.0
122919,33728,prior,3,0,16,30.0
733369,33728,prior,4,6,19,6.0
1557169,33728,test,5,1,8,9.0
2800158,33772,prior,1,0,11,
929366,33772,prior,2,4,10,30.0
2095642,33772,prior,3,5,11,30.0
1604093,33772,prior,4,6,14,30.0
2698361,33772,prior,5,1,10,30.0
3416647,33772,prior,6,4,9,24.0
3085379,33772,prior,7,1,16,11.0
2294324,33772,prior,8,6,19,30.0
2975020,33772,prior,9,1,16,16.0
2567764,33772,test,10,0,13,6.0
2562908,33820,prior,1,1,15,
1167614,33820,prior,2,6,12,19.0
2477453,33820,prior,3,0,9,22.0
2210245,33820,prior,4,0,11,7.0
1554662,33820,prior,5,0,17,7.0
2956764,33820,prior,6,0,12,21.0
907177,33820,prior,7,0,22,7.0
2269895,33820,prior,8,1,12,30.0
1981728,33820,prior,9,0,21,6.0
3085866,33820,prior,10,0,13,7.0
794687,33820,prior,11,0,12,7.0
92822,33820,prior,12,6,12,13.0
1160203,33820,prior,13,0,12,8.0
1413169,33820,prior,14,0,13,30.0
170031,33820,prior,15,2,11,23.0
723140,33820,test,16,2,18,30.0
2912472,34074,prior,1,4,14,
1553213,34074,prior,2,2,14,26.0
2448814,34074,prior,3,1,13,27.0
2383315,34074,prior,4,3,11,30.0
3091889,34074,prior,5,2,10,30.0
1780525,34074,prior,6,3,11,30.0
2548408,34074,test,7,2,18,30.0
328291,34462,prior,1,2,11,
2622390,34462,prior,2,2,17,30.0
2648457,34462,prior,3,2,14,7.0
2376940,34462,prior,4,3,14,1.0
564042,34462,prior,5,4,12,8.0
3245716,34462,prior,6,4,7,7.0
1908469,34462,prior,7,1,6,4.0
1544597,34462,prior,8,5,11,4.0
3175167,34462,prior,9,3,9,19.0
1072081,34462,prior,10,5,10,9.0
224321,34462,prior,11,3,11,5.0
171354,34462,prior,12,5,8,9.0
434078,34462,prior,13,5,7,7.0
2441985,34462,test,14,5,10,28.0
999699,34577,prior,1,0,19,
2855856,34577,prior,2,0,21,0.0
1923358,34577,prior,3,1,21,15.0
643020,34577,prior,4,2,20,15.0
234494,34577,prior,5,2,11,21.0
735169,34577,prior,6,5,8,30.0
2848776,34577,prior,7,0,15,16.0
1014213,34577,test,8,2,1,30.0
2454345,34850,prior,1,4,16,
876867,34850,prior,2,4,17,0.0
3111803,34850,prior,3,3,11,27.0
148837,34850,prior,4,1,11,30.0
3255109,34850,prior,5,5,17,4.0
784653,34850,prior,6,5,12,7.0
3289602,34850,prior,7,1,17,10.0
344046,34850,prior,8,5,17,4.0
1812260,34850,prior,9,1,12,10.0
1619115,34850,prior,10,1,8,14.0
1219997,34850,prior,11,2,8,8.0
2512543,34850,prior,12,2,11,30.0
2276310,34850,prior,13,1,12,6.0
3286332,34850,prior,14,3,15,2.0
3389204,34850,prior,15,3,15,0.0
2567207,34850,prior,16,1,14,5.0
624512,34850,prior,17,3,14,2.0
2647183,34850,prior,18,1,14,5.0
2170930,34850,prior,19,3,14,2.0
3326851,34850,prior,20,1,16,5.0
283594,34850,prior,21,3,16,2.0
534408,34850,prior,22,1,15,5.0
1438923,34850,prior,23,3,15,2.0
678175,34850,prior,24,1,16,5.0
897281,34850,prior,25,3,17,2.0
3359862,34850,prior,26,1,16,5.0
230261,34850,prior,27,3,16,2.0
816907,34850,prior,28,1,15,5.0
969733,34850,prior,29,3,16,2.0
1455023,34850,prior,30,5,14,2.0
2023720,34850,prior,31,3,14,5.0
56366,34850,prior,32,3,14,0.0
2202855,34850,prior,33,1,16,5.0
2202374,34850,prior,34,3,16,2.0
3029695,34850,prior,35,1,17,5.0
98381,34850,prior,36,3,16,2.0
3363157,34850,prior,37,4,18,1.0
2107614,34850,prior,38,2,10,5.0
1266156,34850,prior,39,3,16,1.0
3063114,34850,prior,40,1,16,5.0
2973213,34850,prior,41,1,15,7.0
713124,34850,prior,42,2,16,1.0
3156517,34850,prior,43,2,14,7.0
2250686,34850,prior,44,3,15,1.0
759028,34850,prior,45,3,18,0.0
2183990,34850,prior,46,1,16,5.0
2110060,34850,prior,47,3,14,2.0
677488,34850,prior,48,1,16,5.0
978373,34850,prior,49,3,15,2.0
657367,34850,prior,50,2,15,6.0
3184162,34850,prior,51,2,15,0.0
1182116,34850,prior,52,2,16,0.0
2977708,34850,prior,53,3,14,1.0
2065304,34850,prior,54,4,10,1.0
1513531,34850,prior,55,3,16,6.0
1656483,34850,prior,56,1,15,5.0
1706054,34850,prior,57,1,17,0.0
1829799,34850,prior,58,1,14,7.0
1762235,34850,prior,59,3,16,2.0
1489794,34850,prior,60,1,15,5.0
2567876,34850,prior,61,3,15,2.0
2218976,34850,prior,62,1,14,5.0
792291,34850,prior,63,4,14,3.0
3404334,34850,prior,64,1,15,4.0
447134,34850,prior,65,4,13,3.0
1520818,34850,prior,66,2,10,5.0
1058132,34850,prior,67,3,16,1.0
2661038,34850,prior,68,2,14,6.0
1203877,34850,prior,69,3,16,1.0
2408737,34850,prior,70,4,10,8.0
3401959,34850,prior,71,3,14,6.0
244580,34850,prior,72,1,16,5.0
2731500,34850,test,73,3,18,2.0
539454,34942,prior,1,3,13,
1856927,34942,prior,2,0,11,11.0
1796611,34942,prior,3,3,12,10.0
2367679,34942,prior,4,2,12,6.0
2567813,34942,prior,5,1,11,27.0
118578,34942,prior,6,0,11,6.0
45896,34942,prior,7,3,12,17.0
1769009,34942,prior,8,0,14,25.0
1544309,34942,prior,9,1,15,8.0
2720154,34942,prior,10,2,11,15.0
1867821,34942,prior,11,0,18,12.0
126783,34942,prior,12,6,13,30.0
72040,34942,prior,13,1,13,30.0
1594470,34942,test,14,1,12,30.0
2311009,34982,prior,1,4,9,
3297040,34982,prior,2,3,10,13.0
3033509,34982,prior,3,1,13,19.0
1902398,34982,prior,4,1,15,7.0
762202,34982,prior,5,3,15,23.0
1565353,34982,prior,6,4,9,15.0
1903894,34982,prior,7,0,22,3.0
199529,34982,prior,8,4,15,4.0
2775479,34982,prior,9,5,12,1.0
161113,34982,prior,10,4,16,27.0
1864700,34982,test,11,3,12,30.0
21394,35195,prior,1,1,18,
586093,35195,prior,2,3,8,9.0
2476035,35195,prior,3,2,21,6.0
3025841,35195,prior,4,1,15,13.0
907284,35195,prior,5,1,11,30.0
2215076,35195,prior,6,5,12,11.0
2890883,35195,prior,7,5,12,7.0
67808,35195,prior,8,6,12,1.0
3019994,35195,prior,9,4,15,5.0
1403283,35195,prior,10,3,10,13.0
3312260,35195,prior,11,0,13,4.0
1259389,35195,prior,12,5,8,5.0
1061483,35195,prior,13,4,21,6.0
2577430,35195,prior,14,6,12,9.0
1143885,35195,prior,15,5,0,6.0
780963,35195,prior,16,4,20,6.0
1453883,35195,prior,17,0,9,10.0
1154296,35195,prior,18,3,11,10.0
2011286,35195,prior,19,4,15,8.0
1405448,35195,prior,20,2,19,5.0
1385081,35195,prior,21,2,22,7.0
2359572,35195,prior,22,4,21,9.0
1397184,35195,prior,23,0,15,30.0
2778764,35195,prior,24,2,18,9.0
1726746,35195,prior,25,2,19,0.0
2851853,35195,prior,26,3,12,8.0
1147938,35195,prior,27,0,15,4.0
421858,35195,prior,28,1,13,8.0
651027,35195,prior,29,6,16,5.0
863752,35195,prior,30,4,12,5.0
108718,35195,prior,31,4,14,7.0
2580683,35195,prior,32,1,21,4.0
2615679,35195,prior,33,0,22,6.0
1833641,35195,prior,34,0,13,7.0
832205,35195,prior,35,3,19,3.0
548344,35195,prior,36,2,16,6.0
1757797,35195,prior,37,2,19,7.0
2307123,35195,prior,38,1,16,27.0
980958,35195,prior,39,2,22,8.0
2717520,35195,test,40,4,11,2.0
1450017,35240,prior,1,5,11,
201950,35240,prior,2,2,15,11.0
2002358,35240,prior,3,3,18,8.0
2460972,35240,prior,4,2,13,13.0
3336196,35240,prior,5,1,17,13.0
2811350,35240,prior,6,0,12,6.0
1379989,35240,prior,7,0,22,7.0
1644879,35240,prior,8,5,9,19.0
637990,35240,prior,9,3,11,19.0
3254490,35240,prior,10,6,19,10.0
2429129,35240,prior,11,3,12,4.0
958965,35240,prior,12,2,17,6.0
2321472,35240,prior,13,6,17,18.0
962778,35240,prior,14,5,13,6.0
149611,35240,prior,15,1,18,17.0
2369915,35240,prior,16,0,19,6.0
3253707,35240,prior,17,1,13,8.0
3134431,35240,prior,18,5,23,4.0
2763252,35240,prior,19,4,14,13.0
2880151,35240,prior,20,4,20,0.0
409465,35240,prior,21,4,12,14.0
2482353,35240,prior,22,0,11,10.0
2175251,35240,prior,23,4,18,18.0
303159,35240,prior,24,1,16,18.0
335971,35240,prior,25,1,21,7.0
3194369,35240,prior,26,3,15,30.0
1923100,35240,prior,27,5,10,9.0
622376,35240,prior,28,5,9,7.0
2405505,35240,prior,29,5,11,7.0
3095027,35240,prior,30,3,18,12.0
188501,35240,test,31,2,16,6.0
1429468,35506,prior,1,1,15,
2627050,35506,prior,2,2,14,22.0
2891854,35506,prior,3,1,16,13.0
417585,35506,prior,4,1,13,7.0
3039435,35506,prior,5,4,14,30.0
1010542,35506,prior,6,6,10,9.0
825100,35506,prior,7,6,7,7.0
3182043,35506,prior,8,5,14,20.0
1240083,35506,prior,9,2,11,25.0
1514359,35506,prior,10,3,16,15.0
2862887,35506,prior,11,6,10,10.0
1445197,35506,prior,12,6,9,7.0
403318,35506,prior,13,4,13,30.0
2098089,35506,prior,14,3,15,6.0
1195154,35506,prior,15,2,17,30.0
2317810,35506,prior,16,3,11,29.0
3277774,35506,prior,17,2,12,30.0
2632043,35506,test,18,4,15,16.0
1735984,35626,prior,1,2,8,
2329570,35626,prior,2,0,16,12.0
219322,35626,prior,3,3,11,17.0
913820,35626,prior,4,6,17,30.0
392018,35626,prior,5,5,10,13.0
2019573,35626,prior,6,5,19,7.0
323905,35626,prior,7,0,17,9.0
2613070,35626,prior,8,1,19,8.0
568928,35626,prior,9,0,15,13.0
60042,35626,prior,10,2,21,16.0
1807712,35626,prior,11,1,10,20.0
997839,35626,prior,12,6,16,12.0
3168443,35626,prior,13,0,11,8.0
2931430,35626,prior,14,6,14,6.0
2575722,35626,prior,15,0,15,8.0
240663,35626,prior,16,6,10,6.0
1233016,35626,prior,17,1,19,2.0
3336216,35626,prior,18,2,14,1.0
1132415,35626,prior,19,6,19,11.0
342977,35626,prior,20,6,17,14.0
2782903,35626,prior,21,3,19,18.0
1432079,35626,prior,22,1,20,5.0
2768282,35626,prior,23,3,20,16.0
1416859,35626,prior,24,1,19,12.0
826258,35626,prior,25,2,14,8.0
2101482,35626,prior,26,0,17,12.0
1443768,35626,prior,27,3,19,10.0
2607962,35626,prior,28,5,18,16.0
1050576,35626,prior,29,3,19,5.0
2047603,35626,prior,30,5,19,16.0
951616,35626,prior,31,1,16,10.0
2179014,35626,test,32,0,7,13.0
1412852,36115,prior,1,0,11,
2525022,36115,prior,2,6,17,27.0
51918,36115,prior,3,6,15,21.0
567375,36115,prior,4,0,22,30.0
2824557,36115,prior,5,6,15,13.0
1122815,36115,prior,6,6,8,7.0
1667028,36115,prior,7,6,13,7.0
2497637,36115,prior,8,6,8,14.0
1492644,36115,prior,9,2,14,30.0
2319197,36115,prior,10,6,12,30.0
582876,36115,test,11,0,14,30.0
2576329,36500,prior,1,0,16,
3130291,36500,prior,2,1,8,22.0
1998278,36500,prior,3,2,10,8.0
1038500,36500,prior,4,2,13,14.0
2756749,36500,prior,5,6,15,25.0
1084806,36500,prior,6,2,11,17.0
3286666,36500,prior,7,2,13,7.0
2391989,36500,prior,8,3,9,29.0
3412354,36500,prior,9,5,11,2.0
232947,36500,prior,10,3,13,5.0
91901,36500,prior,11,0,15,11.0
462290,36500,prior,12,5,7,5.0
3315728,36500,prior,13,0,12,9.0
2373565,36500,prior,14,2,12,2.0
3024534,36500,prior,15,0,15,12.0
994971,36500,prior,16,3,9,10.0
2748652,36500,prior,17,5,7,2.0
1664601,36500,prior,18,2,13,4.0
1642033,36500,prior,19,5,7,3.0
2669403,36500,prior,20,0,10,2.0
1143822,36500,prior,21,2,13,16.0
909220,36500,prior,22,4,22,2.0
819554,36500,prior,23,0,13,3.0
2885188,36500,prior,24,2,12,2.0
2391068,36500,prior,25,2,10,30.0
295064,36500,prior,26,3,10,8.0
1324504,36500,prior,27,0,15,4.0
2748340,36500,prior,28,3,12,3.0
717783,36500,prior,29,5,7,2.0
2555924,36500,prior,30,2,11,4.0
2565354,36500,prior,31,0,13,12.0
32636,36500,prior,32,0,13,21.0
2258081,36500,prior,33,2,12,2.0
131751,36500,prior,34,3,10,8.0
1184830,36500,prior,35,0,17,4.0
1780735,36500,prior,36,2,13,16.0
1066312,36500,prior,37,4,22,2.0
1221993,36500,prior,38,2,10,5.0
3395093,36500,prior,39,6,15,4.0
1017606,36500,prior,40,0,11,15.0
3364514,36500,prior,41,3,11,3.0
3000409,36500,test,42,0,16,4.0
1899427,37040,prior,1,6,21,
2057563,37040,prior,2,2,15,30.0
225323,37040,prior,3,3,18,30.0
491482,37040,prior,4,2,17,13.0
268010,37040,prior,5,4,1,2.0
2909228,37040,test,6,4,19,30.0
935347,37365,prior,1,1,16,
2268211,37365,prior,2,5,16,4.0
2512629,37365,prior,3,2,10,11.0
1809430,37365,prior,4,3,12,8.0
2866642,37365,prior,5,3,10,7.0
2510072,37365,prior,6,4,11,22.0
2105464,37365,prior,7,1,17,11.0
3072417,37365,prior,8,4,16,10.0
883072,37365,prior,9,5,19,15.0
3131443,37365,prior,10,2,16,30.0
219632,37365,prior,11,5,16,10.0
3041649,37365,prior,12,5,12,7.0
904797,37365,prior,13,0,8,16.0
2052019,37365,prior,14,1,8,8.0
457474,37365,prior,15,1,8,28.0
654034,37365,prior,16,1,7,7.0
2872111,37365,test,17,2,10,29.0
193829,37859,prior,1,3,18,
2370293,37859,prior,2,0,19,30.0
3393709,37859,prior,3,5,14,19.0
2563757,37859,prior,4,2,19,30.0
2079957,37859,prior,5,6,17,30.0
3064070,37859,prior,6,1,14,16.0
1396672,37859,prior,7,0,19,20.0
3169323,37859,prior,8,3,14,24.0
2797009,37859,prior,9,3,17,14.0
161801,37859,test,10,2,18,13.0
2891085,37881,prior,1,0,19,
472628,37881,prior,2,0,14,30.0
934557,37881,prior,3,1,11,15.0
1617412,37881,prior,4,1,12,28.0
1550513,37881,test,5,6,17,30.0
1204980,38010,prior,1,1,10,
667784,38010,prior,2,1,19,14.0
1659992,38010,prior,3,1,17,30.0
988755,38010,prior,4,6,19,5.0
2847114,38010,prior,5,2,16,30.0
231269,38010,prior,6,6,2,30.0
1406929,38010,prior,7,4,19,5.0
849370,38010,prior,8,6,17,9.0
3393037,38010,prior,9,6,8,7.0
1571746,38010,prior,10,1,15,2.0
2769442,38010,prior,11,2,17,22.0
2463229,38010,test,12,5,18,17.0
1531030,38244,prior,1,4,12,
1199358,38244,prior,2,4,12,0.0
2993840,38244,prior,3,2,14,5.0
1532299,38244,test,4,0,4,12.0
3147882,38367,prior,1,0,17,
1249498,38367,prior,2,6,14,30.0
3141717,38367,prior,3,4,9,5.0
2671183,38367,prior,4,6,19,9.0
1797030,38367,prior,5,1,12,9.0
2724123,38367,test,6,2,15,15.0
2429013,38855,prior,1,1,9,
2981384,38855,prior,2,4,10,10.0
1540146,38855,prior,3,3,9,20.0
3057894,38855,prior,4,2,8,13.0
361523,38855,prior,5,2,12,14.0
552659,38855,prior,6,6,17,11.0
2794737,38855,prior,7,2,11,3.0
903238,38855,prior,8,4,13,9.0
2402045,38855,prior,9,3,17,6.0
1431985,38855,prior,10,1,13,12.0
2482539,38855,prior,11,6,15,12.0
3063443,38855,prior,12,1,14,9.0
1395073,38855,prior,13,5,11,25.0
2383105,38855,prior,14,1,16,30.0
1625969,38855,prior,15,0,12,13.0
343319,38855,prior,16,3,14,3.0
735324,38855,prior,17,5,10,2.0
2351075,38855,prior,18,4,11,13.0
774501,38855,prior,19,6,17,2.0
2946461,38855,test,20,0,16,8.0
2204459,38870,prior,1,5,21,
3275164,38870,prior,2,3,16,30.0
669884,38870,prior,3,5,22,30.0
2635569,38870,test,4,2,19,30.0
2472279,39025,prior,1,5,17,
1246648,39025,prior,2,1,17,10.0
2804186,39025,prior,3,3,12,30.0
1495432,39025,prior,4,1,17,5.0
166754,39025,prior,5,0,14,27.0
1761428,39025,prior,6,3,11,3.0
1615717,39025,prior,7,3,17,7.0
2478713,39025,prior,8,6,17,3.0
2327206,39025,prior,9,5,14,20.0
2174069,39025,prior,10,1,19,3.0
1556363,39025,prior,11,4,20,30.0
2943253,39025,prior,12,1,18,4.0
1671652,39025,prior,13,4,19,3.0
3361283,39025,prior,14,5,19,22.0
2114680,39025,prior,15,1,14,3.0
2064452,39025,prior,16,6,0,12.0
1003842,39025,prior,17,0,11,8.0
3321685,39025,prior,18,2,18,9.0
1133628,39025,test,19,3,1,22.0
969798,39119,prior,1,5,9,
2284827,39119,prior,2,6,8,15.0
2057268,39119,prior,3,0,13,8.0
3294220,39119,prior,4,2,8,9.0
2871719,39119,prior,5,3,15,8.0
2699163,39119,prior,6,3,13,7.0
2285010,39119,prior,7,0,8,30.0
1454369,39119,prior,8,0,9,30.0
1082985,39119,prior,9,1,17,8.0
750882,39119,prior,10,5,17,30.0
1823884,39119,prior,11,0,20,30.0
785710,39119,prior,12,1,11,15.0
1077912,39119,prior,13,2,14,22.0
3089946,39119,prior,14,5,10,3.0
1598582,39119,prior,15,1,14,10.0
675694,39119,prior,16,5,14,30.0
2455541,39119,test,17,5,17,7.0
1782007,39318,prior,1,5,0,
1022995,39318,prior,2,1,23,30.0
3284220,39318,prior,3,5,15,11.0
1358594,39318,prior,4,2,21,30.0
2010887,39318,prior,5,3,0,30.0
3113221,39318,prior,6,3,16,7.0
1923749,39318,prior,7,3,20,28.0
3389760,39318,prior,8,3,20,30.0
2515905,39318,prior,9,5,9,9.0
3166080,39318,prior,10,2,0,11.0
752820,39318,prior,11,4,18,16.0
2307258,39318,prior,12,1,18,30.0
975974,39318,prior,13,0,17,20.0
2524384,39318,test,14,1,16,8.0
432842,39431,prior,1,4,10,
258546,39431,prior,2,3,11,30.0
2376552,39431,prior,3,5,17,2.0
2153713,39431,test,4,4,12,30.0
2849672,39593,prior,1,4,9,
145256,39593,prior,2,5,16,8.0
1670166,39593,prior,3,3,17,5.0
1675312,39593,prior,4,1,14,12.0
2915662,39593,prior,5,3,16,16.0
780961,39593,prior,6,4,8,8.0
2295543,39593,prior,7,3,19,6.0
1108904,39593,prior,8,4,8,15.0
354842,39593,prior,9,4,12,7.0
646209,39593,prior,10,3,21,13.0
1369691,39593,prior,11,3,21,0.0
2079641,39593,prior,12,4,14,29.0
1739886,39593,prior,13,4,12,21.0
343242,39593,prior,14,5,17,8.0
1844145,39593,prior,15,2,18,4.0
686932,39593,prior,16,6,17,11.0
3230078,39593,prior,17,5,7,6.0
1393564,39593,prior,18,3,15,5.0
873020,39593,prior,19,3,16,7.0
243729,39593,prior,20,3,21,7.0
437903,39593,prior,21,4,8,8.0
1566002,39593,prior,22,4,17,7.0
3227487,39593,prior,23,4,7,7.0
134707,39593,prior,24,3,17,6.0
1928939,39593,prior,25,4,16,8.0
1651175,39593,prior,26,4,12,7.0
3393757,39593,prior,27,3,21,6.0
286406,39593,prior,28,3,17,14.0
1229015,39593,test,29,3,15,7.0
698273,39702,prior,1,2,10,
1954190,39702,prior,2,2,10,21.0
1309989,39702,prior,3,2,10,21.0
293739,39702,prior,4,1,10,6.0
3112957,39702,prior,5,2,10,15.0
1088954,39702,prior,6,2,10,7.0
312587,39702,prior,7,2,9,14.0
388021,39702,prior,8,1,9,13.0
2402794,39702,prior,9,1,11,7.0
452179,39702,prior,10,1,10,7.0
708110,39702,prior,11,1,9,7.0
1978632,39702,prior,12,3,10,9.0
2063092,39702,test,13,2,10,6.0
155019,39993,prior,1,3,9,
878365,39993,prior,2,3,17,0.0
757063,39993,prior,3,2,10,6.0
1084352,39993,prior,4,3,11,1.0
2023542,39993,prior,5,2,11,6.0
70670,39993,prior,6,5,15,3.0
2403389,39993,prior,7,2,11,4.0
2990351,39993,prior,8,3,16,1.0
3115223,39993,prior,9,3,9,7.0
1791245,39993,prior,10,5,14,2.0
1879925,39993,prior,11,3,11,5.0
2236923,39993,prior,12,5,11,2.0
1130935,39993,prior,13,3,9,5.0
3273100,39993,prior,14,2,9,6.0
566656,39993,prior,15,4,11,2.0
1736254,39993,prior,16,3,11,6.0
1603902,39993,prior,17,3,9,7.0
3010408,39993,prior,18,5,9,2.0
1235493,39993,prior,19,4,8,6.0
1776402,39993,prior,20,2,9,5.0
2533849,39993,prior,21,3,13,8.0
1344955,39993,prior,22,5,11,2.0
1240535,39993,prior,23,2,15,4.0
572728,39993,prior,24,5,12,3.0
2682068,39993,prior,25,3,15,5.0
1631484,39993,prior,26,3,9,7.0
2288498,39993,prior,27,5,14,2.0
1360893,39993,prior,28,4,12,6.0
1724928,39993,prior,29,5,9,1.0
2120632,39993,prior,30,3,11,5.0
1352488,39993,prior,31,1,10,5.0
422986,39993,prior,32,1,10,0.0
509695,39993,prior,33,3,9,2.0
1555820,39993,prior,34,5,14,2.0
3400575,39993,prior,35,1,11,3.0
1760999,39993,prior,36,5,10,4.0
2839201,39993,prior,37,3,11,5.0
2653807,39993,prior,38,1,9,5.0
543970,39993,prior,39,1,16,7.0
271627,39993,prior,40,3,11,2.0
1021250,39993,prior,41,3,16,0.0
3056683,39993,prior,42,4,13,1.0
1675322,39993,prior,43,5,18,1.0
2204844,39993,prior,44,1,12,3.0
1500102,39993,prior,45,5,9,4.0
3005990,39993,prior,46,1,9,3.0
2419169,39993,prior,47,5,13,4.0
2223072,39993,prior,48,5,13,0.0
2214981,39993,prior,49,1,9,3.0
1155600,39993,prior,50,1,9,7.0
43598,39993,prior,51,1,9,0.0
840645,39993,prior,52,1,9,0.0
419242,39993,prior,53,1,14,0.0
356065,39993,prior,54,2,10,1.0
2001563,39993,prior,55,1,11,6.0
2090389,39993,prior,56,3,10,2.0
2117296,39993,prior,57,3,10,0.0
2475282,39993,prior,58,1,14,5.0
1300383,39993,prior,59,1,17,0.0
178836,39993,prior,60,1,10,7.0
2487539,39993,prior,61,1,10,0.0
275439,39993,prior,62,2,14,1.0
2720610,39993,prior,63,4,9,2.0
1005594,39993,prior,64,4,10,0.0
1613860,39993,prior,65,4,10,0.0
2335504,39993,prior,66,1,10,4.0
1743414,39993,prior,67,2,10,1.0
256317,39993,prior,68,2,10,0.0
1625846,39993,prior,69,3,13,1.0
939379,39993,prior,70,4,9,8.0
2939679,39993,prior,71,4,9,0.0
2102821,39993,prior,72,4,9,0.0
470742,39993,prior,73,1,14,4.0
3181871,39993,prior,74,2,9,15.0
1875133,39993,prior,75,2,9,0.0
2163990,39993,prior,76,2,10,0.0
3048930,39993,prior,77,4,9,2.0
3293229,39993,prior,78,1,10,4.0
2444938,39993,prior,79,1,10,0.0
2419117,39993,prior,80,1,15,0.0
1228520,39993,prior,81,1,15,0.0
2687243,39993,prior,82,4,11,3.0
1650763,39993,prior,83,4,11,0.0
1882226,39993,prior,84,4,13,0.0
328393,39993,prior,85,2,9,5.0
2692063,39993,prior,86,2,9,0.0
3205522,39993,prior,87,3,17,1.0
3156937,39993,prior,88,5,11,2.0
3216039,39993,prior,89,1,9,3.0
2734829,39993,prior,90,1,9,0.0
255486,39993,prior,91,1,10,0.0
59260,39993,prior,92,1,10,7.0
12377,39993,prior,93,1,10,0.0
1660119,39993,prior,94,1,10,0.0
3347572,39993,prior,95,3,9,2.0
427745,39993,prior,96,1,10,5.0
574076,39993,prior,97,1,17,0.0
3327199,39993,prior,98,2,12,1.0
988770,39993,prior,99,4,11,2.0
2714126,39993,test,100,1,15,4.0
1023433,40020,prior,1,5,15,
2608634,40020,prior,2,0,15,9.0
1244094,40020,prior,3,4,18,30.0
1852481,40020,prior,4,0,16,3.0
899375,40020,prior,5,4,15,4.0
1878148,40020,prior,6,6,10,9.0
3034657,40020,prior,7,3,15,18.0
857773,40020,prior,8,1,14,12.0
2296546,40020,prior,9,5,16,11.0
1994941,40020,prior,10,3,12,5.0
